experiment,simulation_number,period,inflation,inflation_target,nominal_interest_rate,mean_exp_inflation,real_interest_rate,unemployment_rate,output_gap,consumption,real_wage_rate,mean_real_savings_balance,mean_indexation_strategy,mean_substitution_strategy,stdev_real_savings_balance,stdev_indexation_strategy,stdev_substitution_strategy
12,20,100,0.01790619273105497,0.02,-0.005,0.018669954439157616,-0.023669954439157617,0.8747605373861428,-0.7894739235769872,17.680264759615305,0.24237664982888218,-0.004654881871179569,0.41073504153926427,0.279399885633578,0.024090109930371792,0.27436146650930937,0.378476722435783
12,20,150,0.017738689034755423,0.02,-0.005,0.018669954439157616,-0.023669954439157617,0.7981058638517593,-0.6988084530647085,30.32804404315751,0.21510234787337196,-0.015437149285758013,0.36741757749138476,0.30763087651888904,0.030856499405473973,0.2828386500268591,0.3751324100485067
12,20,200,0.01977853595058813,0.02,-0.005,0.018669954439157616,-0.023669954439157617,0.6679584790469221,-0.5625843715678731,46.25107156839264,0.18994504924196146,-0.025264815690633387,0.3679610629544698,0.31395698465470817,0.03854675646855868,0.2837107898393482,0.3647161294515677
12,20,250,0.023143974016179424,0.02,-0.005,0.018669954439157616,-0.023669954439157617,0.4539139484671257,-0.3647483339305706,67.16968567545558,0.16773002288552646,-0.036666458680477534,0.5898321901097371,0.39155491531832015,0.04810035927429214,0.313234259211381,0.3665650886172316
12,20,300,0.023315257280354208,0.02,0.0012421505764426133,0.018669954439157616,-0.017427803862715002,0.10188950218395655,-0.07743424556993628,97.54945173687136,0.14811315530178182,-0.053833370894530115,0.5071723701688614,0.2551232485818518,0.05215427921958129,0.2875926236095135,0.365208860434815
12,20,350,0.025033866642507875,0.02,-0.005,0.018669954439157616,-0.023669954439157617,0.08603374446781505,-0.06524537829854804,96.11595043718987,0.14746655570100706,-0.0633136794502644,0.571958507819035,0.33711534483447203,0.03220768891872928,0.30407712301080064,0.3991339391106906
12,20,400,0.027428402561871162,0.02,-0.005,0.018669954439157616,-0.023669954439157617,0.08831592030884565,-0.0669964885922657,95.2717160733547,0.1475587557179017,-0.06292358583004816,0.6750638568934278,0.3422439472911319,0.03202798842089485,0.32603595124722734,0.35615371984495914
12,20,450,0.02864978784638846,0.02,-0.005,0.018669954439157616,-0.023669954439157617,0.09059239755155477,-0.06874431846651308,94.52817495810463,0.14765101338070172,-0.0625144915844043,0.708003601032635,0.38043763081202814,0.033545672240988804,0.31601687718206123,0.3631684011438195
12,20,500,0.029005818886444778,0.02,-0.005,0.018669954439157616,-0.023669954439157617,0.0928631904253557,-0.07048887406662097,93.57483410860665,0.14774332872544885,-0.06200778515003073,0.716179687534824,0.4859903449530372,0.032590536883988074,0.2955729026073401,0.3700009650683642
12,20,550,0.030385114405407306,0.02,-0.005,0.018669954439157616,-0.023669954439157617,0.09512831312413084,-0.07223016152640815,92.51143272443139,0.14783570178820735,-0.06129897083102636,0.7714787263104447,0.4551491730994202,0.03293866049572256,0.3045941737307828,0.36144263627856993
12,20,600,0.03228040994758825,0.02,-0.005,0.018669954439157616,-0.023669954439157617,0.09738777980632028,-0.07396818696820218,92.17543747772208,0.14792813260506416,-0.06109646286922167,0.8539433237011077,0.4370983688815714,0.03315344166979967,0.2987911023130386,0.3510893269209076
12,20,650,0.03104161766943922,0.02,-0.005,0.018669954439157616,-0.023669954439157617,0.09964160459501067,-0.07570295650286185,91.67831241570592,0.1480206212121286,-0.06029948760844927,0.8374811124136697,0.3578190899986132,0.03278830422894505,0.2816445382007843,0.3883070224596748
12,20,700,0.03329966562394538,0.02,-0.005,0.018669954439157616,-0.023669954439157617,0.10188980157802302,-0.07743447622979815,92.0938560494419,0.1481131676455327,-0.06103133704742254,0.9222629647465029,0.4370361627423674,0.033769368799278957,0.3138849719600067,0.3758551719497824
12,20,750,0.03327042767798152,0.02,-0.005,0.018669954439157616,-0.023669954439157617,0.10413238480800044,-0.07916275223699487,91.81948047011905,0.148205771941431,-0.06063508681163525,0.9004706887629625,0.4245305518260782,0.03322633376538848,0.3073646608030453,0.39882981512259785
12,20,800,0.032828840582571184,0.02,-0.005,0.018669954439157616,-0.023669954439157617,0.10636936830249795,-0.08088779060103268,92.39871301629154,0.14829843413600066,-0.061383324860406166,0.8749250113076708,0.48975414803653394,0.03374810362570606,0.29526147815790255,0.36423046142661547
