statistic,inflation_gap,nominal_interest_rate,unemployment_rate,mean_real_savings_balance,mean_indexation_strategy,mean_substitution_strategy,stdev_real_savings_balance,stdev_indexation_strategy,stdev_substitution_strategy
mean,21.222527411339065,1233.440670673616,0.43771095589613185,-3.1595352368592584e+16,0.4070670967219715,0.224227199187306,1.919015828655874e+17,0.20375700223095405,0.21858843726872004
stdev,1190.2780125480974,77804.29657309581,0.39361933382437997,2.2397071491061783e+18,0.2515129913796343,0.23708208255889135,1.360337248511584e+19,0.09752196033681819,0.10662817028148079
