statistic,inflation_gap,nominal_interest_rate,unemployment_rate,mean_real_savings_balance,mean_indexation_strategy,mean_substitution_strategy,stdev_real_savings_balance,stdev_indexation_strategy,stdev_substitution_strategy
mean,-0.00948017166837998,0.0008084463174307051,0.3615925456742502,-0.06371088790871195,0.4188759654998233,0.2392187952714353,0.23250547596332247,0.20503953726397287,0.22044852376772775
stdev,0.01248689557085377,0.009081646494202367,0.3763038303439516,0.21052321305606075,0.2629156988414373,0.19964597636279785,1.0873377497609056,0.0977730106660145,0.10675709441277748
