experiment,simulation_number,period,inflation,inflation_target,nominal_interest_rate,mean_exp_inflation,real_interest_rate,unemployment_rate,output_gap,consumption,real_wage_rate,mean_real_savings_balance,mean_indexation_strategy,mean_substitution_strategy,stdev_real_savings_balance,stdev_indexation_strategy,stdev_substitution_strategy
13,18,100,0.01945635709258348,0.02,-0.005,0.039708017302734794,-0.04470801730273479,0.8530293452570308,-0.7626315621288691,23.459254682215096,0.2328726149370527,-0.011740765140393437,0.2073725044507481,0.224073704567272,0.02909495107239269,0.04758605862911338,0.25391652866082387
13,18,150,0.019665140920655712,0.02,-0.005,0.039708017302734794,-0.04470801730273479,0.7582873843324821,-0.6552736440386895,36.450374254407244,0.20563699442909936,-0.02006646585687328,0.19818469471379718,0.3186935297779749,0.036601973405830324,0.05398819152967795,0.2578434054390098
13,18,200,0.02032266983476788,0.02,-0.005,0.039708017302734794,-0.04470801730273479,0.6024717405320801,-0.49935947019678695,52.93629095275767,0.18158671636535648,-0.028665940359613583,0.19746771738827423,0.323723908037789,0.044156203108550916,0.04703657940824715,0.2769669723410816
13,18,250,0.02057623219289379,0.02,-0.005,0.039708017302734794,-0.04470801730273479,0.34621237439684704,-0.2729278288493493,76.87852202220375,0.16034923896790018,-0.04148224919423426,0.1982818390057791,0.4436623400330455,0.04855530517812819,0.05047904042213512,0.30419199343607173
13,18,300,0.007786613533254559,0.02,0.009081101139679415,0.039708017302734794,-0.03062691616305538,0.0,0.0,105.7371263440564,0.14418699046916783,-0.06319672426030194,0.19645074977519764,0.4132404326225955,0.0473812518883284,0.04842106393900451,0.2696155383253295
13,18,350,0.008623322483167342,0.02,0.009776055931403294,0.039708017302734794,-0.0299319613713315,0.0,0.0,97.73411971127474,0.14418699046916783,-0.065520110731248,0.2158332187782076,0.3734645741131293,0.029590140409485623,0.04922925833782564,0.2814159061586786
13,18,400,-0.004118952870631974,0.02,-0.005,0.039708017302734794,-0.04470801730273479,0.3888880344342598,-0.3088209110293181,71.79301651085198,0.1630781891525294,-0.04922521640295321,0.21176987604864916,0.3536833011519409,0.03702562069920285,0.05175966766672898,0.27807446332384167
13,18,450,0.021245283930659376,0.02,-0.005,0.039708017302734794,-0.04470801730273479,0.20940270116121598,-0.16157060780170818,88.6531145734412,0.1529104778874496,-0.0513721975246063,0.20104932490503274,0.3452621307547259,0.04731422984672096,0.05200429678239057,0.28298104226303544
13,18,500,0.008053875318975572,0.02,0.009282474860992984,0.039708017302734794,-0.03042554244174181,0.0,0.0,101.10645014405557,0.14418699046916783,-0.06734707884689867,0.20510206063234446,0.25357310323264404,0.029080785299264708,0.05043052169293998,0.29117198787214144
13,18,550,-0.006385377142048602,0.02,-0.005,0.039708017302734794,-0.04470801730273479,0.03917225117217083,-0.029525445575524834,95.73428167494681,0.14563464210945232,-0.06465169538115544,0.2037207234746376,0.21670262403178853,0.030457358960907906,0.047872233315703575,0.28143959715516337
13,18,600,0.025990819364608092,0.02,0.012473549373536397,0.039708017302734794,-0.027234467929198397,0.0024558986012687,-0.0018424899776761094,105.54230674849921,0.14427565376058485,-0.06581558007748949,0.22265675016679953,0.3130425245437411,0.038787503146575156,0.05084409578099684,0.2907749596158956
13,18,650,-0.003905918004340953,0.02,-0.005,0.039708017302734794,-0.04470801730273479,0.33300476592615097,-0.26193935562393933,78.04041160396721,0.15954948050578777,-0.04646657487059783,0.2206756366852178,0.33643815111932607,0.04850621699639456,0.04693260943752643,0.2996456623066683
13,18,700,-0.0043144425422019725,0.02,-0.005,0.039708017302734794,-0.04470801730273479,0.5964638366335002,-0.4936954322959707,53.535190043893806,0.18090703759735807,-0.021004453749575804,0.20896605499785,0.4440013045464581,0.05382553780241723,0.04258667406211304,0.27513100041150496
13,18,750,-0.0024308492607170917,0.02,-0.005,0.039708017302734794,-0.04470801730273479,0.7558581728538636,-0.652678520076529,36.7247752046727,0.205123552571296,-0.0045781542185691125,0.21056233900920637,0.513566014983023,0.051872314976393,0.046076261493166785,0.27238553198786064
13,18,800,-0.002172441083877197,0.02,-0.005,0.039708017302734794,-0.04470801730273479,0.8522927133345438,-0.7617398338646866,25.1929452894055,0.23258173025372506,0.0047826802071371235,0.20238463191575645,0.4998204778025486,0.05019589356168744,0.0506894675882067,0.3028229910023243
