statistic,inflation_gap,nominal_interest_rate,unemployment_rate,mean_real_savings_balance,mean_indexation_strategy,mean_substitution_strategy,stdev_real_savings_balance,stdev_indexation_strategy,stdev_substitution_strategy
mean,-0.007465938939280526,0.002908391824085139,0.4273438561285599,-1214479.7739212199,0.43569230408514487,0.2252535063749935,4378114.532384401,0.2045246736365764,0.2192314974111915
stdev,0.02534950963402766,0.018490052171576298,0.39228458398330895,85917794.15832649,0.29923958164862496,0.21399681224480974,309727243.16057086,0.09821473211827673,0.10670200715067808
