statistic,inflation_gap,nominal_interest_rate,unemployment_rate,mean_real_savings_balance,mean_indexation_strategy,mean_substitution_strategy,stdev_real_savings_balance,stdev_indexation_strategy,stdev_substitution_strategy
mean,0.012337647944508041,0.025502198499930732,0.025827536784869085,22025123758121.176,1.1886976123976392,0.9566153640141561,25458221915654.023,0.21946169597685314,0.22058371171367677
stdev,0.05881623032214749,0.04304193360403158,0.07320861825386468,1167114403467608.8,0.3479476615393637,0.3345118018736875,1356096802794370.2,0.10588311636502018,0.10668947540171543
