statistic,inflation_gap,nominal_interest_rate,unemployment_rate,mean_real_savings_balance,mean_indexation_strategy,mean_substitution_strategy,stdev_real_savings_balance,stdev_indexation_strategy,stdev_substitution_strategy
mean,0.004313842601010641,0.019204736204754356,0.019913854252764828,0.011795671412097215,1.1820236739834586,1.0048943331222726,0.12532547047241735,0.22148652262268306,0.22272015452794225
stdev,0.018168468768187694,0.017397583374001893,0.028218239492738616,0.06967528234369219,0.2586678937142618,0.13557251576343377,0.1392345497239351,0.1055611802805516,0.10692347378664477
