statistic,inflation_gap,nominal_interest_rate,unemployment_rate,mean_real_savings_balance,mean_indexation_strategy,mean_substitution_strategy,stdev_real_savings_balance,stdev_indexation_strategy,stdev_substitution_strategy
mean,0.003838322809975892,0.019365974801279714,0.01914140174678685,0.01325828386073497,1.1850077798799952,1.0068481523935786,0.12106241565301627,0.22153712077297966,0.22325028490387522
stdev,0.018425646438086144,0.017331171657369998,0.02545444790421873,0.0716870755976193,0.24916031641896927,0.13917994908312178,0.12609962344178316,0.1057615637800306,0.10740085413474706
