"date","output_gap","inflation","nominal_interest_rate","exp_inflation","real_interest_rate","uncertainty","ibcbr","real_ex_rate","commodity_index","ind_prod","nominal_exports","nominal_imports","nominal_change_invent","nominal_gross_fixed_cap_form","nominal_gdp","real_gdp","hh_cons_exp","gov_cons_exp","gdp_deflator","rgdp_growth_prev_year","rgdp_growth","q1","q2","q3","q4"
2006-10-01,-0.016,0.0457278544013258,0.1319,0.0408,0.0911,93.2,118.983333333333,99.29,105.06,0.0343803859999998,91944800000,75063500000,2823500000,108849800000,655354900000,240693900000,386662800000,140137500000,79.04,0.048,-0.0026,0,0,0,1
2007-01-01,-0.006,0.0511612167047089,0.1268,0.0374,0.0894,85.9,119.76,96.14,102.19,0.019039472,85082500000,75990300000,13576200000,109266900000,6.31423e+11,237982400000,384998900000,114488900000,77.03,0.0519,-0.0113,1,0,0,0
2007-04-01,0.003,0.0328853733924885,0.1193,0.0347,0.0846,94.5,122.343333333333,90.12,97.6,0.0221412519999997,89592800000,77526800000,15015400000,1.19167e+11,670654700000,2.48459e+11,400751200000,123655200000,78.36,0.0654,0.044,0,1,0,0
2007-07-01,0.002,0.0361770056408319,0.1118,0.0375,0.0743,96,124.616666666667,89.92,100.28,-0.000250704000000046,95806500000,85912300000,16545600000,129920700000,691845900000,255482100000,410354100000,125131300000,78.62,0.0587,0.0283,0,0,1,0
2007-10-01,0.009,0.0582792565434052,0.1118,0.0445,0.0673,94,126.44,86.66,100.17,0.0207186079999999,92066100000,86048300000,4468600000,131177400000,726339300000,256675300000,432651800000,152023700000,82.15,0.0664,0.0047,0,0,0,1
2008-01-01,0.014,0.0621000127221383,0.1118,0.0436,0.0682,92.9,126.8,86.32,112.95,0.0159487299999999,80423100000,86389900000,23503600000,132371500000,712055300000,2.52636e+11,433753100000,128393800000,81.82,0.0616,-0.0157,1,0,0,0
2008-04-01,0.017,0.0864402995956097,0.1217,0.056,0.0657,94.8,129.453333333333,82.11,113.22,0.0241008739999999,98350100000,98721600000,25908800000,147732500000,769525200000,264201700000,456472700000,139782600000,84.56,0.0634,0.0458,0,1,0,0
2008-07-01,0.026,0.0436402795979578,0.1366,0.0501,0.0865,97.8,130.913333333333,87.61,110.52,0.00184053199999989,115426600000,114289900000,17306800000,1.68886e+11,812602600000,273316800000,480468400000,144804700000,86.31,0.0698,0.0345,0,0,1,0
2008-10-01,-0.022,0.0444789120978122,0.1367,0.0493,0.0874,113.1,124.703333333333,107.19,102.64,-0.187913344,1.26681e+11,127374700000,2755500000,153855600000,815620100000,259314900000,486815700000,1.72887e+11,91.31,0.0103,-0.0512,0,0,0,1
2009-01-01,-0.052,0.0503104619366064,0.1116,0.0414,0.0702,118.5,122.03,97.4,97.28,0.0507335299999998,87579400000,93932500000,2750500000,134944700000,756127100000,246506900000,474263600000,150521400000,89.05,-0.0243,-0.0494,1,0,0,0
2009-04-01,-0.038,0.053675119580052,0.0916,0.0406,0.051,111.9,124.783333333333,87.38,94.38,0.0405343520000001,9.4053e+10,89036900000,-3.905e+09,147361700000,803577500000,258381400000,5.0422e+11,150884800000,90.29,-0.022,0.0482,0,1,0,0
2009-07-01,-0.024,0.0254920039640327,0.0865,0.0419,0.0446,102.9,127.813333333333,82.13,92.91,0.0436169119999998,92891300000,95856700000,-8449700000,172381600000,852843300000,270139100000,534397200000,157479600000,91.65,-0.0116,0.0455,0,0,1,0
2009-10-01,-0.008,0.0432319182159098,0.0865,0.044,0.0425,93.9,130.36,79.87,99.32,0.0373513149999998,87156800000,96294300000,-5.89e+08,181987800000,920491500000,273121700000,552152400000,196077700000,97.84,0.0532,0.011,0,0,0,1
2010-01-01,-0.001,0.085144453678605,0.0865,0.047,0.0395,92.9,135.08,78.75,98.57,0.039288752,86093700000,100530800000,12732700000,177984500000,886397300000,269207900000,546391900000,163725400000,95.59,0.0921,-0.0143,1,0,0,0
2010-04-01,0.01,0.0407050243869895,0.1016,0.0474,0.0542,94.7,136.61,76.4,93.62,-0.00599699000000009,104085600000,110024300000,15320500000,1.93393e+11,9.44145e+11,280389500000,568567300000,172802800000,97.76,0.0852,0.0415,0,1,0,0
2010-07-01,0.016,0.0201597994757841,0.1066,0.0531,0.0535,94.2,137.943333333333,75.57,106.02,-0.00700592800000011,112717800000,125310900000,19041600000,2.14814e+11,997934800000,2.88798e+11,596732400000,179939900000,100.32,0.0691,0.03,0,0,1,0
2010-10-01,0.019,0.0920667358286182,0.1067,0.0552,0.0515,89.4,139.136666666667,73.74,124.77,0.010002874,114372900000,121855900000,2125200000,211754500000,1057369900000,288660600000,628475400000,222497900000,106.34,0.0569,-5e-04,0,0,0,1
2011-01-01,0.015,0.101212108303794,0.1167,0.0561,0.0606,91.1,140.66,74.77,137.43,0.0211040839999999,102540600000,115133400000,17766100000,209985600000,1016530400000,283193900000,623584700000,177786800000,104.21,0.052,-0.0189,1,0,0,0
2011-04-01,0.019,0.0569987112728234,0.1217,0.0502,0.0715,97.9,141.426666666667,72.38,122.2,-0.0188073400000002,123710100000,129689200000,24061200000,220960500000,1086711700000,293569600000,648648600000,199020500000,107.46,0.047,0.0366,0,1,0,0
2011-07-01,0.01,0.0432194854178747,0.119,0.058,0.061,112.5,141.976666666667,78.12,130.73,-0.027870622,135788300000,1.40308e+11,1.2077e+10,237137100000,1112333800000,299013800000,6.68612e+11,199027300000,108,0.0354,0.0185,0,0,1,0
2011-10-01,0.006,0.0595660086261809,0.1091,0.0535,0.0556,109.2,141.463333333333,79.39,124.34,0.0229186559999999,1.39763e+11,150342500000,-630300000,233843800000,1160806100000,296072800000,696968700000,241203400000,113.82,0.0257,-0.0098,0,0,0,1
2012-01-01,-0.001,0.0498930759920049,0.0965,0.0543,0.0422,98.3,139.726666666667,79,124.59,-0.0402677760000001,117375200000,135292500000,24876300000,2.3328e+11,1129478500000,288027100000,6.94702e+11,194537600000,113.84,0.0171,-0.0272,1,0,0,0
2012-04-01,0.002,0.0440332008956104,0.084,0.0538,0.0302,108.6,142.43,87,125.37,0.00601100599999982,1.44381e+11,158831400000,1.9703e+10,244244200000,1183129700000,296464200000,718126700000,215506200000,115.86,0.0099,0.0293,0,1,0,0
2012-07-01,0.012,0.0578778394954977,0.0739,0.0564,0.0175,100,143.96,87.63,135.45,0.01753344,151023900000,1.60656e+11,11380200000,259596900000,1230448500000,306445400000,7.53551e+11,215552500000,116.57,0.0249,0.0337,0,0,1,0
2012-10-01,0.009,0.082133735276998,0.0729,0.0563,0.0166,96.7,144.596666666667,88.5,137.4,0.00674220799999992,150693900000,174136200000,-22231400000,260338900000,1271703300000,303426600000,790454400000,266583700000,121.67,0.0248,-0.0099,0,0,0,1
2013-01-01,0.007,0.0799742165611577,0.0716,0.0553,0.0163,95.1,144.543333333333,82.97,129.05,-0.000492400000000059,1.24034e+11,162851300000,31625500000,256583300000,1241599900000,295870300000,777707800000,214500600000,121.83,0.0272,-0.0249,1,0,0,0
2013-04-01,0.022,0.0482256856966854,0.079,0.0574,0.0216,105.4,146.43,90.18,134.06,0.0200518080000001,154693800000,179807300000,15142800000,279511800000,1322567400000,308392900000,8.0598e+11,247046300000,124.5,0.0402,0.0423,0,1,0,0
2013-07-01,0.026,0.0250730470358067,0.089,0.0616,0.0274,100.1,147.436666666667,94.79,138.26,0.00393971199999998,1.68179e+11,2.00205e+11,17275900000,291365700000,1354127400000,314900800000,8.33145e+11,244366900000,124.84,0.0276,0.0211,0,0,1,0
2013-10-01,0.022,0.0842721215108067,0.099,0.0611,0.0379,89.6,148.506666666667,95.87,141.69,-0.0467488000000001,173170100000,199920400000,-22359100000,287483200000,1413324200000,311087800000,873589200000,301361200000,131.89,0.0252,-0.0121,0,0,0,1
2014-01-01,0.025,0.0898899063803245,0.1065,0.0642,0.0423,98.2,147.926666666667,91.68,151.9,0.0210227149999997,144199600000,190641900000,26729800000,287509600000,1386074100000,306113100000,873851200000,244425700000,131.45,0.0346,-0.016,1,0,0,0
2014-04-01,0.011,0.0629377249769594,0.109,0.0601,0.0489,100.3,145.576666666667,87.05,142.97,-0.045362688,161986900000,189492200000,9867300000,282501200000,1.422374e+12,307026600000,8.88412e+11,269098700000,134.49,-0.0044,0.003,0,1,0,0
2014-07-01,0.011,0.033677432587097,0.109,0.0633,0.0457,102.3,145.496666666667,89.59,139.83,0.03121,171781900000,204558100000,20309600000,289648600000,1462111100000,312884900000,912054800000,272874400000,135.66,-0.0064,0.0191,0,0,1,0
2014-10-01,0.014,0.070570756691033,0.1165,0.0673,0.0492,104.9,145.946666666667,96.66,149.44,-0.039844426,158406600000,205490800000,-17876800000,288793600000,1508393800000,310427100000,9.64086e+11,320475200000,141.06,-0.0021,-0.0079,0,0,0,1
2015-01-01,0.001,0.162129705144917,0.1265,0.0701,0.0564,110.8,144.38,107.01,160.54,-0.00403887400000003,153634700000,201807600000,24874400000,276845900000,1456588400000,301249300000,9.36462e+11,2.66579e+11,140.37,-0.0159,-0.0296,1,0,0,0
2015-04-01,-0.017,0.0933720071769342,0.1365,0.0638,0.0727,116.3,141.126666666667,105.09,158.28,-0.0385219,190122100000,204951100000,-760400000,266639500000,1479994300000,298712200000,938505300000,290438800000,143.84,-0.0271,-0.0084,0,1,0,0
2015-07-01,-0.031,0.0565994229185693,0.1415,0.0615,0.08,132.6,138.733333333333,129.36,186.75,-0.0319024240000001,212637100000,219711700000,-2631500000,270356400000,1508187900000,299555100000,959604400000,287933200000,146.16,-0.0426,0.0028,0,0,1,0
2015-10-01,-0.039,0.117484799635089,0.1415,0.0719,0.0696,116.7,137.5,122.14,181.47,-0.04054276,217074200000,216143700000,-46915500000,255555100000,1551016400000,293093400000,1000621300000,3.40825e+11,153.63,-0.0558,-0.0216,0,0,0,1
2016-01-01,-0.044,0.109026070912095,0.1415,0.0652,0.0763,126.3,135.52,112.7,176,0.00680262799999998,196163200000,196119400000,-2742300000,2.47484e+11,1497568900000,285437400000,969944800000,282838500000,152.31,-0.0525,-0.0261,1,0,0,0
2016-04-01,-0.051,0.0718438474410219,0.1415,0.0601,0.0814,127.7,134.81,104.86,173.09,-0.00205705400000011,208356900000,192842900000,-7023200000,256127200000,1555783200000,288554500000,982032900000,309132200000,156.52,-0.034,0.0109,0,1,0,0
2016-07-01,-0.053,0.0423796460963133,0.1415,0.0507,0.0908,113.3,134.386666666667,99.09,161.88,-0.00639310000000015,192728700000,184394200000,-402900000,2.56348e+11,1574469800000,291527400000,1010774800000,299415500000,156.79,-0.0268,0.0103,0,0,1,0
2016-10-01,-0.06,0.0300033627826866,0.1365,0.0469,0.0896,125.5,133.483333333333,97.62,171.83,0.00974911000000001,184817900000,182737200000,-35884900000,249216500000,1631405900000,2.85794e+11,1044577800000,371415700000,165.72,-0.0249,-0.0197,0,0,0,1
2017-01-01,-0.048,0.0390813251201181,0.1215,0.0445,0.077,115.2,135.433333333333,92.14,156.07,-0.00336620799999998,192320600000,179727100000,25157600000,244895500000,1585039200000,285419400000,1001845200000,300547500000,161.22,-1e-04,-0.0013,1,0,0,0
2017-04-01,-0.044,0.00880484362840273,0.1015,0.0412,0.0603,129.9,135.816666666667,99.2,159.74,0.0251994949999996,216217700000,180609700000,-6365200000,248769200000,1630940200000,289755500000,1021075800000,331852400000,163.41,0.0042,0.0152,0,1,0,0
2017-07-01,-0.043,0.0238562879670161,0.0815,0.0389,0.0426,112.8,136.236666666667,97.5,157.54,0.00597484999999986,210463200000,195233400000,1437400000,263924500000,1641367700000,2.95645e+11,1048827400000,311948600000,161.17,0.0141,0.0203,0,0,1,0
2017-10-01,-0.044,0.0465620571792611,0.069,0.038,0.031,107.4,137.536666666667,101.27,171.15,0.0362029999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1
2018-01-01,NA,0.028355739229335,0.064,0.0394,0.0246,102.5,137.885,101.88,NA,-0.0200440000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2018-04-01,NA,NA,0.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
