"date","inflation","nominal_interest_rate","exp_inflation","real_interest_rate","uncertainty","ibcbr","real_ex_rate","commodity_index","ind_prod","m1","logdiff_commodity_index","logdiff_m1","logdiff_ibcbr","inflation_adj","logdiff_m1_adj"
2003-12-01,0.0642159387145589,0.1633,0.0592,0.1041,90.8,101.65,133.07,103.39,-0.018,109648388,0.0251714969441172,0.174432744813874,-0.00324117555265424,0.0431243191025102,0.0332708208135976
2004-01-01,0.0951104064082937,0.1629,0.0601,0.1028,93.3,103.58,130.93,101.33,0.018,98075024,-0.0201257281383755,-0.111546036627175,0.0188087209213901,0.0620408130430201,0.011244023869787
2004-02-01,0.0757064879261868,0.163,0.0574,0.1056,88.5,104.47,137.73,104.58,0.017,99538669,0.0315698112997582,0.0148134650257994,0.00855568785367122,0.0674801990374917,0.0316838462563259
2004-03-01,0.0578810244306212,0.1611,0.0554,0.1057,94.4,105.98,135.51,108.23,0.006,97724807,0.0343062635470703,-0.0183907650846464,0.0143504482151995,0.0581837797532768,0.00958877664321027
2004-04-01,0.0453147769825524,0.158,0.056,0.102,102.3,106.61,135.1,109.1,0.007,97919725,0.00800630053196993,0.00199257359761873,0.00592691889776731,0.0368686443989038,0.0204189521611562
2004-05-01,0.0629461808463812,0.1578,0.0598,0.098,91.8,106.3,142.57,117.9,0.008,101269942,0.0775719147043006,0.033641634272616,-0.00291203061448186,0.0727178624728901,0.0384302359061092
2004-06-01,0.0886070727067956,0.158,0.0633,0.0947,88.6,107.31,144.1,116.92,0.002,102481343,-0.00834686730028,0.0118911178810492,0.0094565565911342,0.118367793834735,-0.00129690481383892
2004-07-01,0.114834690032744,0.1582,0.0636,0.0946,88.4,107.77,139.4,109.97,0.007,103210805,-0.0612823389202024,0.00709278468054109,0.00427748466970446,0.108828707854194,0.0128118012000008
2004-08-01,0.0860156664899252,0.1591,0.0627,0.0964,87.8,108.2,136.65,107.86,0.01,105790213,-0.0193735114137619,0.0246844632402308,0.00398203980364098,0.10460314594644,0.0236406756241967
2004-09-01,0.0403267051542395,0.1624,0.0624,0.1,87.5,109.41,131.58,105.63,0.006,109856202,-0.0208916680740101,0.0377142456248691,0.0111209270763171,0.063841680290049,0.0240412170884806
2004-10-01,0.0540966873236182,0.1674,0.0622,0.1052,84.8,108.62,130.98,106.07,-0.006,109826382,0.00415683168230796,-0.00027148260586074,-0.00724674088199961,0.0530794722259594,0.00686569119170606
2004-11-01,0.0860156664899252,0.1721,0.063,0.1091,85.5,109.64,129.05,103.55,-0.003,113409610,-0.0240446656757856,0.0321053585326538,0.00934671882788596,0.0811991897422213,-0.00448130608324471
2004-12-01,0.108224037644802,0.1775,0.0608,0.1167,85.5,108.9,126.88,101.35,0.013,127946401,-0.0214747149435839,0.120605302063986,-0.00677224149567035,0.087930323989567,-0.0119775038443891
2005-01-01,0.0718637300402489,0.1824,0.0574,0.125,88.9,109.66,124.02,101,0.003,118831622,-0.00345935605674974,-0.0739038840745998,0.0069546400369882,0.0403164812421876,0.0449430004318042
2005-02-01,0.0731432488907429,0.1874,0.0561,0.1313,89.2,110.18,120.05,98.58,-0.016,117767461,-0.0242521155640283,-0.00899553931034092,0.00473072206866743,0.0634925103779404,0.00824523005344525
2005-03-01,0.0757064879261868,0.1925,0.0567,0.1358,89.5,110.4,125.3,108.57,0.01,116793947,0.0965267249665294,-0.00830076522908385,0.00199474179842518,0.0746887868308849,0.015994907331064
2005-04-01,0.10954328638178,0.195,0.0587,0.1363,92.3,111.16,118.26,102.01,0.001,113676146,-0.0623242785493332,-0.0270576643885079,0.00686047103130782,0.100880220627324,-0.00879072223540063
2005-05-01,0.0604108303876956,0.1976,0.0539,0.1437,93.4,110.96,111.64,95.13,0.034,115770548,-0.0698264704760616,0.018256616697208,-0.0018008288677267,0.068756535605151,0.0210247324661092
2005-06-01,-0.00239736175920802,0.1974,0.0485,0.1489,96.2,110.53,108.35,92.78,-0.019,116929052,-0.025013277894768,0.00995715997487068,-0.00388279868371288,0.0273431524904242,-0.00118874058733293
2005-07-01,0.0304159569135067,0.1974,0.0486,0.1488,95.6,110.7,106.38,91.46,-0.008,116747519,-0.0143293810936891,-0.00155371191679166,0.00153686239172757,0.0289512115430874,0.00489458682872107
2005-08-01,0.0205918250055575,0.1973,0.047,0.1503,94.4,111.23,106.82,92.85,0.002,116996340,0.0150835695688061,0.00212900646930336,0.00477628988934686,0.0400776692167564,0.00109323546492148
2005-09-01,0.0428180071986151,0.1953,0.0474,0.1479,94,110.9,104.03,92.66,-0.011,117422647,-0.00204840781021254,0.00363714113277425,-0.00297123524761655,0.064777857608797,-0.0106681024758008
2005-10-01,0.0938068976709838,0.1895,0.0473,0.1422,92.2,110.89,100.88,94.62,-0.005,119658744,0.0209319902144998,0.0188640981103561,-9.01753911968228e-05,0.091924358617619,0.0246121414361687
2005-11-01,0.0680335594676484,0.1853,0.0461,0.1392,96.8,111.83,97.21,92.4,0.01,126508048,-0.023741891555364,0.0556620351969208,0.0084411420749726,0.0629551468150372,0.0184279420552
2005-12-01,0.0440657079419022,0.1805,0.0446,0.1359,87.9,112.26,100.9,100,0.02,144778165,0.0790432073404537,0.134896747684898,0.00383774847395646,0.0246668242612857,0.00839651529015267
2006-01-01,0.0731432488907429,0.1723,0.0462,0.1261,91.2,113.39,100.68,102.49,0.003,129951090,0.0245950468553797,-0.108044525488332,0.0100155944696949,0.0424787482997166,0.0108974254903542
2006-02-01,0.0503247634171551,0.1729,0.044,0.1289,87.9,113.62,95.44,97.88,0.007,131135781,-0.0460229942690003,0.00907513369927671,0.00202634314523209,0.039025866072458,0.0269118443012233
2006-03-01,0.0528380019408186,0.1654,0.0431,0.1223,91,113.62,95.29,94.48,-0.005,128748460,-0.0353540666853647,-0.0183727042858131,0,0.050872179809226,0.00290023161400207
2006-04-01,0.0254931070792348,0.157,0.0406,0.1164,89.4,114.25,95.14,96.66,0.007,127513286,0.022811494527831,-0.00964001521606406,0.00552948264533359,0.0172493052720103,0.00644471386596781
2006-05-01,0.0120662204957915,0.1566,0.041,0.1156,95.5,115.6,99.31,101.26,0.009,130856529,0.0464918001248256,0.0258809614685802,0.0117469264639629,0.0191351790520141,0.0286383909431293
2006-06-01,-0.0249109678254573,0.1518,0.0398,0.112,96.1,114.76,102.35,101.71,-0.017,132055128,0.00443416009574182,0.00911794720443382,-0.00729296512511279,0.00404400553678854,-0.00141126811485505
2006-07-01,0.0230397754505438,0.1466,0.0428,0.1038,91.5,116.93,100.12,101.96,0.011,133558017,0.00245495287040942,0.0113164959413616,0.0187324740390631,0.0253890032670917,0.0181938711066078
2006-08-01,0.0060165275309616,0.1418,0.044,0.0978,88.7,116.53,99.2,99.94,-0.001,136342248,-0.0200105735918559,0.020632286284421,-0.00342671456705546,0.0261018309017066,0.0189797838908724
2006-09-01,0.0254931070792348,0.1417,0.0393,0.1024,92.9,116.87,99.14,97.63,-0.015,143060998,-0.0233851826784788,0.0481028447598568,0.00291345535989329,0.0463164952390995,0.0312463694829942
2006-10-01,0.0403267051542395,0.1368,0.04,0.0968,93.8,118.06,97.72,99.6,0.009,145008835,0.0199773413529725,0.0135235728489853,0.0101307638674779,0.0385984454512254,0.0196709189964425
2006-11-01,0.0378408599618558,0.1318,0.0414,0.0904,88.8,118.88,98.62,104.04,0.014,151874576,0.0436132759898982,0.0462603507225303,0.0069216111569057,0.0330021172293202,0.00907349197476822
2006-12-01,0.059145235035986,0.1319,0.0408,0.0911,93.2,120.01,99.29,105.06,0.011,174345295,0.00975617494536518,0.13798276448836,0.00946049167390139,0.0404263872189757,0.0170058794451468
2007-01-01,0.0540966873236182,0.1293,0.0403,0.089,88,119.69,97.85,102.48,-0.004,155629621,-0.0248639579373364,-0.113558826858899,-0.00267000575807153,0.0240309226384909,0.00568852877086
2007-02-01,0.0540966873236182,0.1293,0.0381,0.0912,90.1,120.21,95.85,101.96,0.012,153682285,-0.00508707808056474,-0.0125915730430215,0.00433514643088362,0.0412587354861146,0.00744654438672265
2007-03-01,0.0453147769825524,0.1268,0.0374,0.0894,85.9,119.38,96.14,102.19,0.011,155576622,0.00225324611620348,0.0122509693327508,-0.00692853057565834,0.042719287495117,0.0295661754736384
2007-04-01,0.0304159569135067,0.1243,0.0347,0.0896,89.4,121.34,94.59,100.31,0.012,156468363,-0.0185684347287243,0.00571547994927357,0.0162848397736477,0.0222572118323695,0.018592401207929
2007-05-01,0.0341223000022235,0.1243,0.034,0.0903,90.5,122.29,92.5,98.65,0.003,157893243,-0.0166871584267696,0.00906529124921818,0.00779875068712688,0.0394487873386557,0.0136149230552307
2007-06-01,0.0341223000022235,0.1193,0.0347,0.0846,94.5,123.4,90.12,97.6,0.007,164171409,-0.010700739049577,0.0389919313973977,0.00903583827000887,0.0615475792472539,0.0271614864074035
2007-07-01,0.0291832177661524,0.1143,0.0355,0.0788,89,124.31,88.84,97.07,-0.006,166890701,-0.00544512569491218,0.016428054281544,0.00734733433233625,0.0348825596883098,0.0240764703772189
2007-08-01,0.0578810244306212,0.1143,0.0383,0.076,97.3,124.29,92.25,99.74,0.018,170027080,0.0271344323938418,0.0186186053639545,-0.000160901046204032,0.078615348729276,0.0165646813996977
