"date","output_gap","inflation","interest","exp_inflation","bcb_gdp_deflator","nominal_exports","nominal_imports","nominal_change_invent","nominal_gross_fixed_cap_form","nominal_gdp","real_gdp","hh_cons_exp","gov_cons_exp","gdp_deflator","real_gdp_growth_same_quarter_prev_year","real_gdp_growth_prev_quarter"
1963-10-01,NA,NA,NA,NA,78.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964-10-01,NA,NA,NA,NA,89.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965-10-01,NA,NA,NA,NA,58.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966-10-01,NA,NA,NA,NA,37.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967-10-01,NA,NA,NA,NA,26.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968-10-01,NA,NA,NA,NA,26.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969-10-01,NA,NA,NA,NA,20.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970-10-01,NA,NA,NA,NA,16.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971-10-01,NA,NA,NA,NA,19.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972-10-01,NA,NA,NA,NA,19.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973-10-01,NA,NA,NA,NA,29.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974-10-01,NA,NA,NA,NA,34.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975-10-01,NA,NA,NA,NA,33.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976-10-01,NA,NA,NA,NA,41.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977-10-01,NA,NA,NA,NA,45.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978-10-01,NA,NA,NA,NA,38.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979-10-01,NA,NA,NA,NA,54.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980-01-01,NA,0.957457996986652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980-04-01,NA,0.886804498635425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980-07-01,NA,0.777189232532479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980-10-01,NA,1.40270310000472,NA,NA,92.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981-01-01,NA,1.02750912767047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981-04-01,NA,0.977345244213228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981-07-01,NA,0.938842573824422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981-10-01,NA,0.885274690900479,NA,NA,100.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-01-01,NA,1.114427605176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-04-01,NA,1.14083893179794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-07-01,NA,0.96754787447929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-10-01,NA,0.975386764179875,NA,NA,101.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-01-01,NA,1.50292049988993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-04-01,NA,1.41796291948193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-07-01,NA,2.08030667116489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-10-01,NA,1.60570357712262,NA,NA,131.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-01-01,NA,1.92925604162414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-04-01,NA,1.98969792208536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-07-01,NA,2.23153208625767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984-10-01,NA,2.49130768670726,NA,NA,201.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985-01-01,NA,2.47134254863782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985-04-01,NA,1.50753510229366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985-07-01,NA,2.55857327412315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985-10-01,NA,3.4294036786956,NA,NA,248.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986-01-01,NA,2.3281292226839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986-04-01,NA,0.147023923240622,18.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986-07-01,NA,0.317287091868637,39.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986-10-01,NA,1.07165762097529,115.56,NA,149.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987-01-01,NA,3.84924208993692,322.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987-04-01,NA,7.98998248704965,242.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987-07-01,NA,1.32170703575006,125.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987-10-01,NA,3.55653425071562,342.09,NA,206.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988-01-01,NA,5.84768904925414,512.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988-04-01,NA,7.52754031372229,788.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988-07-01,NA,11.738201606224,2400.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988-10-01,NA,17.3052105850785,2741.21,NA,627.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989-01-01,NA,7.65303830123018,583.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989-04-01,NA,6.29430664811266,3738.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989-07-01,NA,29.4741689602724,9492.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989-10-01,NA,94.9929158345458,103484.22,NA,1304.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990-01-01,NA,830.697618956246,351.16,NA,NA,NA,NA,NA,NA,1420000,NA,NA,NA,NA,NA,NA
1990-04-01,NA,2.7214010700796,460.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990-07-01,NA,3.52280041444566,951.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990-10-01,NA,5.26628693318427,1618.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991-01-01,NA,6.08428901623791,243.59,NA,NA,1e+06,1e+06,0,1e+06,7e+06,NA,4e+06,1e+06,NA,NA,NA
1991-04-01,NA,1.47375660464945,254.39,NA,NA,1e+06,1e+06,1e+06,2e+06,1.1e+07,NA,6e+06,2e+06,NA,NA,NA
1991-07-01,NA,4.10251154933214,766.04,NA,NA,1e+06,1e+06,0,3e+06,1.5e+07,NA,1e+07,3e+06,NA,NA,NA
1991-10-01,NA,11.0289211537796,1795.52,NA,416.68,2e+06,2e+06,0,5e+06,2.7e+07,NA,1.7e+07,5e+06,NA,NA,NA
1992-01-01,NA,12.0524941924436,1724.49,NA,NA,5e+06,4e+06,1e+06,9e+06,4.9e+07,NA,3e+07,8e+06,NA,NA,NA
