"date","inflation","nominal_interest_rate","exp_inflation","real_interest_rate","uncertainty","ibcbr","real_ex_rate","commodity_index","ind_prod","m1"
2011-03-01,0.0990294812054378,0.1167,0.0561,0.0606,91.1,141.15,74.77,137.43,0.006,251848862
2011-04-01,0.0964153389671201,0.1192,0.056,0.0632,91.7,140.96,72.21,132.2,-0.027,248312352
2011-05-01,0.0578810244306212,0.1192,0.0517,0.0675,91.8,141.2,73.42,124.55,0.029,249576430
2011-06-01,0.0181492450119629,0.1217,0.0502,0.0715,97.9,142.12,72.38,122.2,-0.02,253840238
2011-07-01,0.0193698643723528,0.1242,0.0535,0.0707,98.1,142.23,71.76,120.4,0.002,252615159
2011-08-01,0.0453147769825524,0.1241,0.0547,0.0694,119.2,141.91,73.43,121.3,-0.009,248390557
2011-09-01,0.0654870868514921,0.119,0.058,0.061,112.5,141.79,78.12,130.73,-0.021,255032624
2011-10-01,0.0528380019408186,0.114,0.0556,0.0584,109.6,141.7,78.22,126.74,-0.008,252814003
2011-11-01,0.0642159387145589,0.114,0.0553,0.0587,108.6,142.27,78.06,125.01,0.007,261199615
2011-12-01,0.0616778118644983,0.1091,0.0535,0.0556,109.2,140.42,79.39,124.34,0.024,285376902
2012-01-01,0.0693088867179825,0.104,0.053,0.051,107.6,138.84,76.75,125.05,-0.044,259833394
2012-02-01,0.0553567519501019,0.104,0.0526,0.0514,102.5,140.4,75.45,121.35,0.012,256909110
2012-03-01,0.0254931070792348,0.0965,0.0543,0.0422,98.3,139.94,79,124.59,-0.008,257522989
2012-04-01,0.0795618707200734,0.089,0.0557,0.0333,100.1,141.18,81.1,125.32,0.002,258844775
2012-05-01,0.0440657079419022,0.0839,0.0552,0.0287,103.4,142.55,85.53,127.16,0.003,259530056
2012-06-01,0.00964235284301074,0.084,0.0538,0.0302,108.6,143.56,87,125.37,0.001,265317011
2012-07-01,0.0528380019408186,0.0789,0.0558,0.0231,108.9,143.92,85.92,135.17,0.015,265535664
2012-08-01,0.0503247634171551,0.0739,0.0568,0.0171,101.9,144.35,86.89,135.05,0.024,267208637
2012-09-01,0.0705856097792963,0.0739,0.0564,0.0175,100,143.61,87.63,135.45,-0.021,274835293
2012-10-01,0.0731432488907429,0.0714,0.0547,0.0167,96.5,144.95,87.34,134.49,0.016,273105295
2012-11-01,0.0744241677219248,0.0714,0.0536,0.0178,94.7,144.63,87.99,135.41,-0.016,288090912
2012-12-01,0.0990294812054378,0.0729,0.0563,0.0166,96.7,144.21,88.5,137.4,0.007,325045422
2013-01-01,0.108224037644802,0.0711,0.057,0.0141,96.8,144.87,86,135.46,0.008,287515564
2013-02-01,0.0744241677219248,0.072,0.055,0.017,94.3,143.85,83.58,131.44,-0.025,287025459
2013-03-01,0.0578810244306212,0.0716,0.0553,0.0163,95.1,144.91,82.97,129.05,0.017,293276608
2013-04-01,0.0680335594676484,0.074,0.0556,0.0184,96.1,146.17,83.3,126.56,0.016,287763134
2013-05-01,0.0453147769825524,0.079,0.0562,0.0228,95.2,146.93,84.33,127.26,-0.002,293594788
2013-06-01,0.0316500494346978,0.079,0.0574,0.0216,105.4,146.19,90.18,134.06,0.006,300251536
2013-07-01,0.00360594594401098,0.084,0.0566,0.0274,104.6,146.97,93.45,137.1,-0.008,294992118
2013-08-01,0.0291832177661524,0.089,0.0606,0.0284,98.4,147.1,98.06,142.27,0.006,298262492
2013-09-01,0.0428180071986151,0.089,0.0616,0.0274,100.1,148.24,94.79,138.26,0.006,301268767
2013-10-01,0.0705856097792963,0.094,0.0625,0.0315,96.4,148.29,91.47,134.56,-0.01,297832161
2013-11-01,0.0667596266408768,0.099,0.0614,0.0376,92.2,148.42,94.71,138.24,0.003,314867661
2013-12-01,0.116161150269126,0.099,0.0611,0.0379,89.6,148.81,95.87,141.69,-0.04,344507915
2014-01-01,0.0680335594676484,0.104,0.0602,0.0438,93.8,148.21,95.6,143.73,0.019,313131662
2014-02-01,0.0860156664899252,0.1065,0.0617,0.0448,97.4,147.79,94.72,149.87,0.005,316246296
2014-03-01,0.116161150269126,0.1065,0.0642,0.0423,98.2,147.78,91.68,151.9,-0.003,309930414
2014-04-01,0.0834299161175449,0.109,0.0622,0.0468,100.4,146.9,87.63,148.06,-0.008,309226880
2014-05-01,0.0566181971940869,0.109,0.0603,0.0487,90.7,146.23,86.9,145.16,-0.014,303690454
2014-06-01,0.0490702075348057,0.109,0.0601,0.0489,100.3,143.6,87.05,142.97,-0.024,305835044
2014-07-01,0.00120066022004939,0.109,0.0595,0.0495,94.3,144.62,87.49,140.32,0.021,302284860
2014-08-01,0.0304159569135067,0.109,0.0615,0.0475,102.1,145.75,88.77,138.44,0.01,306457271
2014-09-01,0.0705856097792963,0.109,0.0633,0.0457,102.3,146.12,89.59,139.83,0,313958669
2014-10-01,0.0515806944291164,0.1115,0.0641,0.0474,103.8,145.67,92.87,146.85,0.006,312803318
2014-11-01,0.0629461808463812,0.1115,0.0656,0.0459,103.1,145.74,94.97,151.32,-0.013,326330250
2014-12-01,0.0977216967611758,0.1165,0.0673,0.0492,104.9,146.43,96.66,149.44,-0.033,351602954
2015-01-01,0.159379555717734,0.1215,0.0697,0.0518,104.7,145.13,93.33,141.76,0.006,321695497
2015-02-01,0.156634109599371,0.1215,0.0688,0.0527,99.8,144.21,98.7,148.81,-0.007,318950030
2015-03-01,0.170421183285667,0.1265,0.0701,0.0564,110.8,143.8,107.01,160.54,-0.003,315360204
2015-04-01,0.0886070727067956,0.1315,0.0617,0.0698,111.3,142.38,103.69,157.11,-0.019,306875977
2015-05-01,0.0925048113427391,0.1315,0.0611,0.0704,110.7,141.16,104.16,158.3,-0.01,305872981
2015-06-01,0.0990294812054378,0.1365,0.0638,0.0727,116.3,139.84,105.09,158.28,-0.01,305973492
2015-07-01,0.0769902108971672,0.1415,0.0598,0.0817,125.9,138.94,108.4,162.67,-0.016,299397332
2015-08-01,0.0267217941965934,0.1415,0.0566,0.0849,131.9,139.21,117.68,169.87,0.007,297343836
2015-09-01,0.0667596266408768,0.1415,0.0615,0.08,132.6,138.05,129.36,186.75,-0.023,295810781
2015-10-01,0.102961408608194,0.1415,0.0672,0.0743,123.1,138.95,127.45,189.34,-0.002,299192775
2015-11-01,0.128164561439235,0.1415,0.0716,0.0699,114.9,137.05,121.95,179.18,-0.019,311288444
2015-12-01,0.121481471492246,0.1415,0.0719,0.0696,116.7,136.5,122.14,181.47,-0.02,334417293
2016-01-01,0.163508927003142,0.1415,0.0729,0.0686,117.4,136.21,122.41,186.87,0.014,309171081
2016-02-01,0.113509674956668,0.1415,0.0701,0.0714,120.2,135.81,120.2,184.11,-0.014,306535292
2016-03-01,0.0528380019408186,0.1415,0.0652,0.0763,126.3,134.54,112.7,176,0.007,300106316
2016-04-01,0.0757064879261868,0.1415,0.0621,0.0794,130.5,134.73,110.03,170.56,0.001,302381496
2016-05-01,0.0977216967611758,0.1415,0.0617,0.0798,126.5,134.63,108.66,173.06,0.006,299807068
2016-06-01,0.0428180071986151,0.1415,0.0601,0.0814,127.7,135.07,104.86,173.09,-0.009,300911459
2016-07-01,0.0642159387145589,0.1415,0.057,0.0845,128.5,134.67,99.57,163.2,0.007,299911069
2016-08-01,0.0540966873236182,0.1415,0.0544,0.0871,116.8,134.11,98.18,158.96,-0.025,298618296
2016-09-01,0.00964235284301074,0.1415,0.0507,0.0908,113.3,134.38,99.09,161.88,0.012,307800158
2016-10-01,0.0316500494346978,0.139,0.0487,0.0903,113.3,133.78,95.94,162.04,-0.015,308519375
2016-11-01,0.021815128251309,0.139,0.048,0.091,117.7,133.82,98.83,172.03,0.007,317699479
2016-12-01,0.0365999802881301,0.1365,0.0469,0.0896,125.5,132.85,97.62,171.83,0.018,347811393
2017-01-01,0.046565215684566,0.129,0.0471,0.0819,118.6,134.07,92.97,169.88,0.008,312239897
2017-02-01,0.0403267051542395,0.1215,0.0453,0.0762,111.9,136.32,91.46,165.86,0.012,318903157
2017-03-01,0.0304159569135067,0.1215,0.0445,0.077,115.2,135.91,92.14,156.07,-0.023,309000189
2017-04-01,0.0169299655858595,0.1115,0.0445,0.067,111.8,135.95,93.24,156.15,0.011,311203957
2017-05-01,0.0378408599618558,0.1115,0.0464,0.0651,119.2,135.45,95.61,160.04,0.005,309454411
2017-06-01,-0.0272535229387094,0.1015,0.0412,0.0603,129.9,136.05,99.2,159.74,0.009,316224758
2017-07-01,0.0291832177661524,0.0915,0.0447,0.0468,125.4,136.45,97.46,157.57,0.006,316196010
2017-08-01,0.0230397754505438,0.0915,0.0437,0.0478,121.3,135.93,97.34,154.23,-0.005,311592786
2017-09-01,0.0193698643723528,0.0815,0.0389,0.0426,112.8,136.33,97.5,157.54,0.005,316678652
2017-10-01,0.0515806944291164,0.074,0.0414,0.0326,105.6,136.7,97.89,162.52,0,315989753
2017-11-01,0.0341223000022235,0.074,0.0399,0.0341,107.1,137.19,99.85,171.15,0.007,327996959
2017-12-01,0.0540966873236182,0.069,0.038,0.031,107.4,138.72,101.27,NA,0.029,363025897
2018-01-01,0.0353604607534075,0.069,0.0398,0.0292,109.6,137.82,99.59,NA,-0.022,326184961
2018-02-01,0.0390831011312591,0.0665,0.0394,0.0271,102.5,137.95,101.88,NA,0.002,326539530
2018-03-01,0.0108536207052365,0.064,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-01,NA,0.064,NA,NA,NA,NA,NA,NA,NA,NA
