statistic,inflation_gap,nominal_interest_rate,unemployment_rate,mean_real_savings_balance,mean_indexation_strategy,mean_substitution_strategy,stdev_real_savings_balance,stdev_indexation_strategy,stdev_substitution_strategy
mean,-0.013610948694973117,0.0002452097183744974,0.49107911433752527,-0.23808415947911585,0.41594402578658995,0.23426921724766575,1.2122345601504234,0.19111375859241458,0.24372915331007863
stdev,0.014765830800426757,0.008021242715915065,0.3949426358825342,0.7970597893554157,0.2342640841253691,0.33350121358748624,4.154707071928307,0.09474905109430834,0.09740236364536078
