scenario,statistic,inflation_gap,unemployment,mean_indexation_strategy,mean_substitution_strategy,var_indexation_strategy,var_substitution_strategy
5,mean,nan,0.26136832203423804,1.0653658665725256,0.309982290489692,0.009676797154497012,0.0666920052865993
5,stddev,nan,0.2565336638200413,0.044859834524752985,0.2609393837891203,0.0031493498257755314,0.016216864920535482
