"","period","inflation","inflation_target","nominal_interest_rate","mean_exp_inflation","real_interest_rate","unemployment_rate","output_gap","consumption","real_wage_rate","mean_real_savings_balance","mean_indexation_strategy","mean_substitution_strategy","stdev_real_savings_balance","stdev_indexation_strategy","stdev_substitution_strategy"
"190",190,0.0213038963500908,0.02,0.0104958832410745,0.0198702687347644,-0.00937438549368983,0.0412992138910274,-0.0311430112559362,75.8626910004779,0.145716821083359,-0.0143387852920648,1.06916731690918,1.00275249353824,0.0406842556774348,0.297169690645765,0.296432900426495
"191",191,0.029822474584292,0.02,0.0176196041905971,0.0201204380732129,-0.00250083388261577,0.0375806732590189,-0.0283260942709351,76.0481042598939,0.145575916142384,-0.0144640948573464,1.069648123811,1.00303018794006,0.0399365746394422,0.297036485710695,0.296356714601461
"192",192,0.0238045267784944,0.02,0.0267472503751571,0.0216571991138514,0.00509005126130571,0.0376812943465651,-0.0284069406408853,75.5926322980592,0.145580877710962,-0.0137642433486204,1.06965050372321,1.00264118359087,0.0399058810821899,0.296701672165211,0.296507213145453
"193",193,0.0155190776034445,0.02,0.0198654366116936,0.0213721623552336,-0.00150672574353994,0.04165189490817,-0.031414328497778,75.3930001697792,0.145731232179622,-0.0139842968639286,1.06972293536437,1.00238188664754,0.0407476423511456,0.296452082558589,0.296435124948405
"194",194,0.0221751490238817,0.02,0.0108248558452936,0.0199311232324557,-0.00910626738716201,0.0416439180303457,-0.0314043612169327,75.8737107667431,0.145729940432384,-0.0150491903195898,1.07018184954749,1.00212472655358,0.0408532423370493,0.296580297360614,0.296592959028859
"195",195,0.0306976664436659,0.02,0.0184389652261648,0.0203278677569687,-0.00188890253080392,0.0376545815111002,-0.0283826433684612,76.0433485247966,0.145578857125046,-0.0151038272920081,1.07090783022492,1.00220427296181,0.0399710838572685,0.296375026319425,0.296771304343652
"196",196,0.0243401226713698,0.02,0.0275588413988557,0.0218780102530404,0.00568083114581527,0.0376041595105538,-0.0283485596852167,75.5461220750753,0.145577967592041,-0.0143207917303211,1.07105921280859,1.00233635154358,0.0399484093462231,0.296319704527485,0.296343796135752
"197",197,0.015332505382268,0.02,0.0203777305993433,0.021567020708652,-0.00118929010930869,0.0417663110184748,-0.031501170024544,75.3026142581377,0.14573560998026,-0.0145042342593115,1.07170376915148,1.00222735533599,0.0408604517423321,0.296319283313168,0.296386348912915
"198",198,0.0213876896140024,0.02,0.010757360374681,0.0199288084232904,-0.00917144804860938,0.04217855428668,-0.0318100115738836,75.7609213668805,0.145750363233233,-0.0155896723811071,1.07284464104572,1.0027624936986,0.0410050955024179,0.296122752761377,0.2968822642514
"199",199,0.0302039301971383,0.02,0.0176378249067339,0.020193235001971,-0.00255541009523713,0.0383853620108392,-0.0289361290807762,75.9626118298682,0.145606524060159,-0.0157218458518869,1.07314551016442,1.00312295563785,0.0402140606925342,0.296044770631286,0.297414121188865
"200",200,0.0247974796090922,0.02,0.0270537463901252,0.0217550438137374,0.00529870257638776,0.0381078217454408,-0.028729340181499,75.5158844479014,0.14559686275399,-0.0149805797336611,1.07348184673786,1.00339593475696,0.0400801545042603,0.296275109766142,0.297534846495178
"201",201,0.0160567543845984,0.02,0.0207613690163756,0.0215744078012558,-0.000813038784880174,0.0419166615230881,-0.0316157033915746,75.2693374965123,0.145741468112254,-0.0150982188421465,1.07416827562644,1.00336051744336,0.0409601088466475,0.296215878489612,0.297920057613763
"202",202,0.0215262923694666,0.02,0.0116335396983485,0.020066722736569,-0.00843318303822049,0.0423284403716454,-0.031924281517015,75.6849093183127,0.145756225726509,-0.0161065254782943,1.07478111936254,1.00279924739491,0.0409594582942742,0.295687861058945,0.297982743785572
"203",203,0.029415767131206,0.02,0.017727800752184,0.0202474713065622,-0.00251967055437816,0.0390363666151376,-0.029429732909599,75.841756679715,0.145631305731033,-0.0162331419683286,1.07525883273555,1.00304374906274,0.0403655205440855,0.296120306248127,0.298306082921753
"204",204,0.0239355246336478,0.02,0.0263022965957757,0.0216516553844741,0.00465064121130161,0.0391449470264964,-0.0295151003078037,75.4102262534772,0.145636191980246,-0.0155695093408475,1.07557876397749,1.00305142043364,0.0401824407753596,0.296275311908685,0.298349292967229
"205",205,0.0161519343592705,0.02,0.0199314399212634,0.0213955541477581,-0.00146411422649464,0.0428352446175558,-0.0323122782965028,75.2088553163936,0.145776458785044,-0.0157385261909497,1.07577253547848,1.00310625391397,0.041165150263622,0.296351388340971,0.298320494536902
"206",206,0.0221256201162014,0.02,0.0116287581614276,0.0200046129122417,-0.00837585475081416,0.0429354365566523,-0.0323855941607651,75.617419137532,0.145779604572871,-0.016660420262164,1.07679873626068,1.00323703518688,0.0410684821928333,0.296075650439366,0.298104442003206
"207",207,0.0295126702594328,0.02,0.0183005080148349,0.0203214048361288,-0.00202089682129393,0.0396803078304497,-0.0299193127139583,75.759491783228,0.145656155241088,-0.0167470561682171,1.07768037477832,1.00331003607627,0.0403402542552738,0.296431299635903,0.2979209248404
"208",208,0.0237991280057724,0.02,0.0262894767216614,0.0216982100830514,0.00459126663861005,0.039904640518319,-0.0300922798853997,75.315485181517,0.14566540650186,-0.0160846302466768,1.07868623959498,1.00399712737732,0.0403028556317657,0.296526131073147,0.298189161375313
"209",209,0.0165243994613382,0.02,0.0198114860061546,0.0214493591079217,-0.00163787310176702,0.043411868696714,-0.032749065158855,75.1246832958908,0.145798304112606,-0.0162437136756002,1.07852763333923,1.00369069767643,0.0412871339290646,0.296717052177841,0.298493132604662
"210",210,0.0228269296858263,0.02,0.0119024141554752,0.0200485080520185,-0.00814609389654324,0.0432448869029404,-0.0326196430099015,75.5619267818498,0.145791236805081,-0.0171704370145008,1.07946553955363,1.00369589978051,0.0411596064013919,0.296796515486057,0.298477703244707
"211",211,0.0301271830758766,0.02,0.0188836911988675,0.0204239793048204,-0.00154028810595287,0.0397906173262392,-0.0300038131974489,75.6833734100211,0.145660572609345,-0.0171880972911975,1.07988904143489,1.00380346949911,0.0405419458116911,0.296840846675622,0.298488585205335
"212",212,0.0233263249105591,0.02,0.0268970094738222,0.0218274538011755,0.00506955567264674,0.0403205849175524,-0.0304086518342187,75.2050143857103,0.145681492854261,-0.0165181894483386,1.08048950575867,1.00314675474461,0.040431874227884,0.296756198807473,0.29855144140324
"213",213,0.0157552508902442,0.02,0.0191700758543658,0.0214381874191745,-0.00226811156480871,0.0442496537124276,-0.0333851708831227,75.0178287896245,0.145830419754207,-0.0167668705145591,1.08109256602415,1.00344426161059,0.041518855812304,0.296461192242791,0.298901243294045
"214",214,0.0226962056380285,0.02,0.0110973996588678,0.0198841573120007,-0.00878675765313286,0.0441170749849,-0.0332825677629495,75.4920758169091,0.145824847515817,-0.0177412250772407,1.08203863812866,1.00300396204998,0.0415648612479223,0.296686311043357,0.298449152369594
"215",215,0.0305465730608146,0.02,0.0189253730690531,0.0203480626154434,-0.00142268954639022,0.0404433656985445,-0.0304984078992462,75.6440029397196,0.14568533774643,-0.0177506407734327,1.08316720589222,1.0029847917177,0.0406605159344846,0.296793825099532,0.298470336194526
"216",216,0.0238641047602482,0.02,0.0269456372194817,0.0218871227064474,0.00505851451303428,0.0408135680653748,-0.0307833501170924,75.1541465580652,0.14570049044069,-0.017033841233356,1.08413169903718,1.0034052860436,0.040869239493449,0.29728323655845,0.298251496225343
"217",217,0.0154655600205931,0.02,0.0197848111510572,0.021523461130147,-0.00173864997908983,0.0449244723157045,-0.0338995568346606,74.9306813016014,0.145856798566654,-0.0172425552850788,1.08509958904833,1.00296220673305,0.0417418846697038,0.2976116504101,0.298656402983328
"218",218,0.0223277743192874,0.02,0.0109285419974119,0.0199356620200601,-0.00900712002264826,0.0449541924216891,-0.0339182913341545,75.3953740038083,0.145856969724316,-0.0182306510452586,1.08557268349997,1.00321571376769,0.0417979131882135,0.297569095319217,0.298885477280627
"219",219,0.030502383971835,0.02,0.0183523266723423,0.0203521428074649,-0.00199981613512257,0.0413579073148295,-0.031192684228214,75.5635497587064,0.145720366911615,-0.0182530514728932,1.08598058685713,1.00371850084296,0.0410915351502406,0.297540559270747,0.299017418246408
"220",220,0.0249184888304551,0.02,0.0269175512870722,0.0218394030139336,0.0050781482731386,0.0412344974891274,-0.0311025710496791,75.1229885479996,0.145716528151792,-0.0175428387260837,1.08668523095612,1.00377966911525,0.0410892919337651,0.297407934822095,0.298888757172188
"221",221,0.0162055423865328,0.02,0.0207442090715991,0.0216276217243013,-0.000883412652702222,0.0450421541993608,-0.0339882549789011,74.8584446313211,0.145861145321417,-0.0176275760307982,1.08731353282873,1.00408841903481,0.0419039967467465,0.297558170621205,0.29889782084157
"222",222,0.0214604105581762,0.02,0.0113929083782232,0.0201236834892926,-0.00873077511106938,0.0456700118189523,-0.034463249898986,75.2623919555518,0.145884780673146,-0.0186022755851683,1.08818664656081,1.00357620295254,0.0421173896005554,0.29738045399648,0.298729787723217
"223",223,0.0295408337412057,0.02,0.0176103664731406,0.0202941268757917,-0.00268376040265119,0.0425693069635198,-0.032113826583333,75.4563272877979,0.145767149804579,-0.0187585210136373,1.08876881355304,1.00400671206549,0.0413515125727525,0.297713804775909,0.2990267344428
"224",224,0.0259158782625458,0.02,0.0260092349846896,0.0217689168340825,0.00424031815060715,0.0419162287385451,-0.0316208911198892,75.0724917799125,0.145742840906778,-0.0180502970114505,1.08898704538317,1.00415017785677,0.0413955840404763,0.297758345243717,0.299172480276269
"225",225,0.017099502330408,0.02,0.0217142292103156,0.0217380191597822,-2.37899494666582e-05,0.0453790451821945,-0.0342451514515637,74.8029217813674,0.145874339905944,-0.0180388470354779,1.08970386730793,1.00473279380722,0.042228788701338,0.297574403645774,0.29898506159499
"226",226,0.0214420807429299,0.02,0.0122250221052363,0.0202819441940951,-0.00805692208885871,0.0461269834251782,-0.0348102187645785,75.1588755535351,0.145902298130946,-0.018963766251249,1.09001492238544,1.00500232779054,0.0424085436937522,0.297424227949687,0.299114220724433
"227",227,0.028576178903293,0.02,0.0173801446261272,0.0203386253197465,-0.00295848069361938,0.0435932698869084,-0.0328920750712181,75.3270053873517,0.145806606553038,-0.0191650201136224,1.09072400516509,1.00532494074006,0.0417670480900054,0.297594317472033,0.298511569416152
"228",228,0.0260235622518673,0.02,0.0250300886419735,0.0216010289145513,0.00342905972742218,0.0428207781115828,-0.0323094556539265,74.9971133566498,0.145777967666421,-0.018529332769556,1.0914169889399,1.00577758015665,0.0417742352102436,0.297397516864494,0.298381802663165
"229",229,0.0179094155691083,0.02,0.021814845108781,0.0217210982470765,9.3746861704567e-05,0.0458701406473423,-0.0346187635711979,74.7453370204134,0.14589335653481,-0.0184559553372933,1.0922521878818,1.00600307185242,0.0425214396108335,0.297295993239832,0.298332315321919
"230",230,0.0218416670211979,0.02,0.0128278497053169,0.0203821629639994,-0.00755431325868242,0.0464696834481148,-0.0350704276089983,75.0823032856305,0.145915436674785,-0.019314368743788,1.09310016937463,1.0055787328704,0.0427400121694655,0.297398239411462,0.298294200233805
"231",231,0.0276404839558632,0.02,0.0177478708995893,0.0205182947184382,-0.00277042381884892,0.0445112386222458,-0.0335883137544949,75.1999172904237,0.145841601955754,-0.0195148251788211,1.09396054548155,1.00558553352916,0.0420927303389234,0.29702155446357,0.297962429350235
"232",232,0.0246128982207119,0.02,0.0240066184285291,0.0214505995631046,0.00255601886542445,0.0444581893923464,-0.0335526992580556,74.8713067546108,0.145840740526835,-0.0190075737172557,1.09437324990669,1.00562038239183,0.0420577647623381,0.29719304219708,0.297875489066673
"233",233,0.0185363340494506,0.02,0.0203283644705291,0.0213738942702659,-0.0010455297997368,0.0471145910612873,-0.0355659401996831,74.6880011012121,0.145941648711941,-0.0189813142847081,1.09522975073598,1.00599432078961,0.0428899951285503,0.297001523266677,0.29777105586693
"234",234,0.0225156435130036,0.02,0.0135138648752953,0.0204032751551286,-0.00688941027983332,0.0473761613734021,-0.0357600901840882,75.0298044374452,0.145950544972854,-0.019735289890857,1.09609103801842,1.00597819934711,0.0429133013470589,0.29686208054911,0.297218687411388
"235",235,0.0291354767293151,0.02,0.0181264096871228,0.0205908013324881,-0.00246439164536524,0.0447008453362577,-0.0337324223515407,75.1590068365472,0.145848909282981,-0.019853969275936,1.09655128264741,1.00609064115527,0.0422891160761553,0.29690493242624,0.297193555544871
"236",236,0.0254247569215209,0.02,0.0253418056545619,0.021786698534138,0.00355510712042391,0.044387750228966,-0.0334981450230167,74.8058777384256,0.14583776506014,-0.0192639906481425,1.09671131297218,1.00619417942937,0.0422191157435839,0.296883242837246,0.297041402317744
"237",237,0.018464717365796,0.02,0.0210512324493402,0.0216571862450137,-0.000605953795673428,0.0472714435711045,-0.0356841914820253,74.5791762706276,0.145947443220017,-0.0192348921225504,1.09751789441986,1.00571502442464,0.0429943512967301,0.296596989013774,0.297166245930329
"238",238,0.0216487217972578,0.02,0.013388793143638,0.0204700864071758,-0.00708129326353779,0.048086558021222,-0.0363019520879213,74.8738555056471,0.145978408623851,-0.0199999522265711,1.09775683426154,1.00524782580841,0.0433300000242971,0.295858358874691,0.297510978271485
"239",239,0.0276172677319004,0.02,0.0174334379189432,0.020448241016995,-0.00301480309805179,0.0460926368475546,-0.0347923983208404,75.0103629405572,0.145903089954352,-0.0202212777555944,1.09864337073155,1.00489350438772,0.0425907642200564,0.295915777562339,0.29767538333689
"240",240,0.0250617220227463,0.02,0.0238671789337677,0.0214929129863265,0.00237426594744123,0.0458226078092076,-0.0345898789312701,74.7105789245254,0.145893357289588,-0.0197050293980865,1.09853428055938,1.0050010029952,0.0426915512738398,0.295734135028526,0.297699007441061
"241",241,0.019213025571919,0.02,0.020634744834263,0.0214803479077477,-0.000845603073484694,0.0481763149165278,-0.0363729455935885,74.5459207986749,0.145982566372534,-0.0196630710455235,1.09908954233905,1.00490968198716,0.0434897657907874,0.295779265577684,0.297913072573868
"242",242,0.0227934718243305,0.02,0.0141533948911472,0.0205315277870451,-0.00637813289589792,0.0484702549105541,-0.036592748597924,74.8412399389458,0.145992977878353,-0.0203324690437398,1.09983572749821,1.00420560500496,0.0434828724207773,0.2953721701522,0.297561407820367
"243",243,0.0278948012889989,0.02,0.0181440359816347,0.0206673234933294,-0.00252328751169465,0.04655111061775,-0.0351402340400258,74.9204375136649,0.145920592026454,-0.0204752236980589,1.10023658445009,1.00405120029494,0.0428716466741403,0.295573155464086,0.297150712557182
"244",244,0.0241932646508274,0.02,0.0240517959501204,0.0215464722194325,0.0025053237306879,0.0467665491005943,-0.0353081120072366,74.5712975360639,0.145929930577178,-0.0199634959017753,1.10076530101821,1.00328620604436,0.0428587189352822,0.295240519958477,0.297193419959921
"245",245,0.0184729764472677,0.02,0.0198848797659066,0.0213702638904558,-0.00148538412454923,0.0494197023124719,-0.0373195110282863,74.41574091784,0.14603086923395,-0.0199893157045444,1.10121747498941,1.00279110555018,0.0436961369417536,0.295062102451135,0.29709473795268
"246",246,0.023424784345294,0.02,0.0133481738229391,0.0203410362870629,-0.00699286246412383,0.0492957557838453,-0.0372218475903528,74.768804320174,0.146025212219875,-0.0206746207558757,1.10171358982823,1.00267295142403,0.0439058845568522,0.295195808792477,0.297266605709817
"247",247,0.0285695337242604,0.02,0.0188669887530485,0.0207158976823849,-0.00184890892933641,0.0470469279705554,-0.035516548617104,74.8626449262087,0.145939562258082,-0.0207515894356665,1.10214416381389,1.00231120037482,0.0431185914771222,0.295471472748521,0.297529330387957
"248",248,0.0251129235852931,0.02,0.0244097207705658,0.0216852049728698,0.00272451579769599,0.0469225236294931,-0.035425837881108,74.5110118667485,0.14593573567224,-0.0202047608476983,1.10276842223946,1.00193541142673,0.0431002322230317,0.295154901203757,0.297419169635004
"249",249,0.0186433038991763,0.02,0.0207046751296068,0.0216338888131791,-0.000929213683572344,0.0497152458338943,-0.0375456135212996,74.3040491090763,0.146042637037821,-0.0201661898304024,1.10323318166258,1.00156435076412,0.0439074723307595,0.295592421611198,0.297546608457962
"250",250,0.0220670353025786,0.02,0.0136113855990896,0.02051982986316,-0.0069084442640703,0.0504148856101785,-0.0380759458748697,74.6068367080857,0.146069233619732,-0.0209018649505998,1.10412081043913,1.00158093004669,0.0440562748110749,0.295554947641365,0.297430644388478
"251",251,0.0280624645026754,0.02,0.0175616550874534,0.0205212591811414,-0.00295960409368793,0.0483596941172049,-0.0365170705463368,74.725997221897,0.145990850429493,-0.0210572971193993,1.10431736760685,1.00154604637474,0.0434662463965342,0.295631748815802,0.297648398059136
"252",252,0.0255042201264777,0.02,0.0238191126461116,0.0215619025633509,0.00225721008276071,0.0479746963892535,-0.0362273791400448,74.4464470523504,0.145976746809922,-0.0205529287315447,1.10492654806662,1.00147690191698,0.0435257447266303,0.295354664628245,0.297761819510371
"253",253,0.0198708480070491,0.02,0.0209787019778075,0.0216341254462648,-0.000655423468457256,0.0501661085063245,-0.0378891005536684,74.2826614523599,0.146060213310884,-0.02047396911376,1.10568131136224,1.00134000454932,0.0443699665411723,0.295138917537502,0.297781272695517
"254",254,0.0228717388332104,0.02,0.0147328246660636,0.0206941027897439,-0.00596127812368038,0.0505626202459888,-0.0381889664811506,74.5468490732088,0.146075118793976,-0.0210822271704063,1.10590174073906,1.00163686240794,0.0445178277308981,0.295631577591889,0.297623181480265
"255",255,0.0275157239786702,0.02,0.0182960733086754,0.0207904406309216,-0.00249436732224624,0.0489604483261513,-0.0369748012926716,74.6008361551224,0.146014291425978,-0.021211414417893,1.10688701936158,1.0009277293013,0.0438402914145147,0.295642841651286,0.297427723571625
"256",256,0.0237270827201025,0.02,0.0232071283691276,0.0215159999316412,0.00169112843748645,0.0494462730380468,-0.037347259481236,74.2832927098651,0.146033811189774,-0.0207907359496452,1.10770685035353,1.00119030982164,0.0440258810063995,0.295699411590993,0.297600560275806
"257",257,0.0192825409185697,0.02,0.0192046987574919,0.0212855205512444,-0.00208082179375252,0.0517179071850747,-0.0390691336059146,74.1916533601221,0.146120157243242,-0.0208419878156279,1.10809598008567,1.00075630748057,0.0448463990682843,0.29550612909589,0.297621510024051
"258",258,0.0242463594566818,0.02,0.0139394088966933,0.0204790705204955,-0.00653966162380214,0.0513637977386937,-0.0387970196594826,74.5368055216594,0.146105758619753,-0.0214268612478079,1.10821788638346,1.00063684068369,0.0449699617655648,0.295095619080699,0.297579787083959
"259",259,0.0281694167396915,0.02,0.0193586851008628,0.0208959858059397,-0.00153730070507684,0.0495280612795645,-0.0374064520640279,74.5833534852499,0.146036223514838,-0.0214757180401552,1.10820409177331,1.00062784047452,0.0441782080129039,0.295156959503468,0.297277556029897
"260",260,0.0245313704825442,0.02,0.0237900376888832,0.0217691218066378,0.00202091588224544,0.0498191223368546,-0.0376318402899249,74.2435025882519,0.146048487673654,-0.0210237500298964,1.10893268228068,1.00095171915585,0.0442234345064843,0.295415253892748,0.296880727866738
"261",261,0.0189465129935428,0.02,0.0199807228550337,0.021561760964852,-0.00158103810981833,0.0524583192188355,-0.0396352812449235,74.0718736140429,0.146149560983677,-0.020999875147067,1.10875370996006,1.00120593547538,0.0450672328973458,0.295310224357188,0.297056625304778
"262",262,0.022812333990921,0.02,0.0137935314900667,0.0205011377215267,-0.00670760623145995,0.0527852964141905,-0.0398811343785258,74.3783200826881,0.146161479884548,-0.0216310601760392,1.10954094753892,1.00082967740232,0.0453261182333033,0.295507856567664,0.29690838822087
"263",263,0.0283460343710631,0.02,0.0179791489255807,0.0207112598825199,-0.00273211095693922,0.0507701568698892,-0.0383522893928218,74.4907648620319,0.146084538102799,-0.0217568572004008,1.11041841169473,1.00055729853539,0.0447634754494713,0.295820324221541,0.296808864534275
"264",264,0.0252422169394913,0.02,0.023693279133339,0.0216370651745221,0.0020562139588169,0.0506098932979094,-0.0382339255174915,74.2029263710195,0.146079230820942,-0.0212715242304263,1.11041198650263,1.0000595921634,0.0448369309413359,0.295984536033756,0.296781820438004
"265",265,0.0197020789421935,0.02,0.0204175479430007,0.0216455391424573,-0.00122799119945661,0.0528780233386318,-0.0399537895018848,74.0458663546906,0.146165611707645,-0.0212119402047019,1.11081066920813,1.00044953794893,0.0455640335791029,0.296209600007916,0.296741636506448
"266",266,0.0225173628846631,0.02,0.014261409550642,0.0206473090633188,-0.00638589951267678,0.0534925387014057,-0.0404211702488506,74.3083507176991,0.146189376318919,-0.0218242613651099,1.11101613962132,1.00005128074134,0.045841724199721,0.296278571533735,0.296873528298061
"267",267,0.0268993856455817,0.02,0.0179633947255663,0.0206822540728684,-0.0027188593473021,0.0521881915487031,-0.0394344083731555,74.376691503522,0.146140294554862,-0.0220031340223366,1.11151253731575,1.00044496006293,0.0450826859328585,0.295963035744573,0.297195017536652
"268",268,0.0261791626651302,0.02,0.0223119502968041,0.0215096194898441,0.000802330806960001,0.0515429643366617,-0.0389459472421297,74.1506645364105,0.146115910096018,-0.0215615654870122,1.11212215862654,1.00026234060774,0.0452604273741792,0.295748496562135,0.297129866868808
"269",269,0.0212349083104887,0.02,0.0211911133185896,0.0216934351605071,-0.000502321841917451,0.0530957285086227,-0.0401211183488476,74.0210686667325,0.146174475255379,-0.0213804737342724,1.11268360674248,1.00038390112192,0.0460056080828631,0.295440162503842,0.297103889383906
"270",270,0.0233343703462597,0.02,0.0156265989295094,0.0209114792006759,-0.00528488027116654,0.0534259666534107,-0.040368832300548,74.2695936805696,0.146186362574723,-0.0219247728926053,1.11289393697457,1.00023470698755,0.0461815995235411,0.295535786552134,0.297330110637333
"271",271,0.0268319156895,0.02,0.0182747809838277,0.020948147425755,-0.00267336644192732,0.0523426380168308,-0.0395512775864169,74.3045338451327,0.146146113136946,-0.0221086738405133,1.1134399178008,0.999784787892235,0.0456814630443933,0.295674161007155,0.297444333486507
"272",272,0.0246239438630393,0.02,0.0224236730187186,0.0215838798580889,0.000839793160629686,0.0525556838540461,-0.0397177828641118,74.0340841303619,0.146155475470404,-0.0217377758978485,1.1137964254614,0.999595581183753,0.0457406381246996,0.295473771941558,0.297274820581175
"273",273,0.0207036707599258,0.02,0.019851900983156,0.0214916982061698,-0.00163979722301381,0.0543290861895884,-0.0410619613068188,73.9387530179805,0.146222875162988,-0.0216698352197037,1.11473604574481,0.999421358059682,0.0465312109154001,0.29575607968353,0.297506337912058
"274",274,0.0241250540036116,0.02,0.0150383359117924,0.0207994361980074,-0.00576110028621494,0.054208158167999,-0.0409660232289245,74.2310898030247,0.146217188680221,-0.0221639111249863,1.11542294305811,1.00015539707869,0.0468294646452249,0.295976304645325,0.297348728644064
"275",275,0.0276210781782873,0.02,0.0190147753294082,0.0210265288660354,-0.00201175353662719,0.0527188379066242,-0.0398377821688027,74.2716229437241,0.146160756178675,-0.02225574542278,1.11619757816872,1.00036076746071,0.0460336770335607,0.295658142661725,0.297255107589647
"276",276,0.0251794520456541,0.02,0.0228802420584959,0.0217045450629971,0.00117569699549881,0.0527097569112601,-0.0398344288381585,73.9706434567219,0.146161298547175,-0.0218167662202008,1.11669202509627,1.00025723250367,0.0461515076469489,0.29606426819418,0.297356020494777
"277",277,0.019966809917979,0.02,0.0202005997029256,0.0215984238658779,-0.00139782416295227,0.0549275594931993,-0.0415183724201044,73.8348872933138,0.146246339812601,-0.0217593449616826,1.11726745039382,1.00003246563584,0.0469024025062389,0.29643174574306,0.297293030728324
"278",278,0.0223606642584173,0.02,0.0144934409116309,0.0206884501026892,-0.00619500919105834,0.0557058808749456,-0.0421079843892821,74.1037927316652,0.146275830368921,-0.0223660566929674,1.11767486660204,1.00042333616337,0.0471646874022687,0.296618331689343,0.297022615262516
"279",279,0.0277366475118382,0.02,0.0172371833196407,0.0206904279708542,-0.0034532446512135,0.0540684575212639,-0.0408665190745173,74.2037707134616,0.146213515888446,-0.0225309894137964,1.1179874032627,1.00061018555375,0.0464992733308815,0.296224978310886,0.297363681675722
"280",280,0.0259680458722005,0.02,0.0230063009738732,0.0216011237843126,0.00140517718956069,0.053643440708498,-0.0405468032637189,73.9305886199084,0.146197971624031,-0.0220058992160975,1.11871027360157,1.00069357619666,0.0465405943479106,0.29642857214584,0.297340989075794
"281",281,0.0210418515857245,0.02,0.020899904477209,0.0216702329105136,-0.0007703284333046,0.0553083910561321,-0.0418075314321115,73.7829276816645,0.146260937008455,-0.0218294055168317,1.11867799513714,1.00085903812088,0.047208460497956,0.296484643367736,0.297737831804634
"282",282,0.0231999172553714,0.02,0.0151234233831066,0.0209295201226594,-0.00580609673955281,0.0558464805223564,-0.042216944788016,74.0356590825092,0.146281783662023,-0.0223818843515694,1.11918885345739,1.00115742354338,0.0476651145894935,0.296380045151386,0.297948025524591
"283",283,0.0278911400308762,0.02,0.0182755118692057,0.0209240489819407,-0.00264853711273505,0.054289025494754,-0.0410354654623171,74.1088744961671,0.146222353088815,-0.0225338980268397,1.11969413403108,1.00064977476713,0.0467278594128402,0.295973940046954,0.297842628336776
"284",284,0.0256649770275388,0.02,0.0229611461130422,0.0217138875077408,0.00124725860530139,0.0540981821580715,-0.0408924783295992,73.8209656012142,0.146215512486732,-0.0220452598738675,1.1200932290084,1.00043276760302,0.0470093903735312,0.296036867209729,0.297995484306951
"285",285,0.0203251436949804,0.02,0.020551563376061,0.0217074460888393,-0.00115588271277823,0.056175772397746,-0.0424677091199709,73.6785041452642,0.146294594622863,-0.0219350309346956,1.12106635689804,1.00047422424252,0.0478399053762734,0.296206256386675,0.298212577979444
"286",286,0.0227283636916439,0.02,0.0145922623582081,0.0208250988307991,-0.00623283647259108,0.0568741839839936,-0.0429973582877289,73.9561406668653,0.146321201574286,-0.022546432983543,1.12165398655705,1.00003559482698,0.048157622587233,0.296402921145259,0.29814200627185
"287",287,0.0280755351890696,0.02,0.0175408412590357,0.0207764714117517,-0.003235630152716,0.0551938683985265,-0.0417242008415399,74.051855482478,0.146257476719294,-0.0227026072096305,1.12173463035399,0.999701070466103,0.0473362561194144,0.296118472782752,0.298227652941396
"288",288,0.0256760499241597,0.02,0.0231300150177604,0.0216559644927189,0.0014740505250415,0.0550306038382367,-0.0416041219828253,73.7633813461459,0.146252198694746,-0.0221934642571655,1.12214734087697,1.00017486887172,0.0473546005139182,0.295830122225172,0.298013429057974
"289",289,0.0208236284997035,0.02,0.0205140970826942,0.0216675723838092,-0.00115347530111505,0.0568838205533744,-0.0430082283281098,73.6189428742026,0.146322481228547,-0.022044012855063,1.12312282649,0.999906888358894,0.0482531040896926,0.29615006817404,0.297966230588417
"290",290,0.0228591948413265,0.02,0.0149793116957387,0.0208961437500299,-0.00591683205429122,0.0576094730031184,-0.0435605636923286,73.8634134441874,0.146350656556672,-0.0225825215804778,1.12368138136605,0.999641713398803,0.0484772270602438,0.296214225873491,0.298016198337064
"291",291,0.0275609549310414,0.02,0.0178598315628701,0.0208616644058178,-0.00300183284294766,0.0562401367161418,-0.0425223595844751,73.9222823686611,0.146298546160636,-0.0227143189410331,1.12404702617437,0.999925020185379,0.0477761622867221,0.296237386120075,0.297804830420632
"292",292,0.0253316883945024,0.02,0.0224463084703244,0.0216467741336498,0.000799534336674643,0.0562265415680877,-0.0425164068811016,73.6558310155774,0.146299134245773,-0.0222658904468926,1.12455644708605,1.00030310628366,0.0479259599401363,0.296235345474218,0.297325506792731
"293",293,0.0211420955265101,0.02,0.0201201195779016,0.0216272738080734,-0.00150715423017178,0.0579267845049128,-0.0438044817618401,73.5444354032686,0.146363584369977,-0.0221302331203591,1.12522073228008,0.999656190778211,0.0487291148780143,0.296381019203756,0.297096264089569
"294",294,0.0235178168811782,0.02,0.0150104378539845,0.0209141953980247,-0.00590375754404014,0.058355593737685,-0.0441299830044006,73.8171070926686,0.14638000380318,-0.0226643567226392,1.12584210471508,0.999001208729529,0.048985978797325,0.296398295777281,0.297428150438706
