"","period","inflation","inflation_target","nominal_interest_rate","mean_exp_inflation","real_interest_rate","unemployment_rate","output_gap","consumption","real_wage_rate","mean_real_savings_balance","mean_indexation_strategy","mean_substitution_strategy","stdev_real_savings_balance","stdev_indexation_strategy","stdev_substitution_strategy"
"400",400,0.0275704458066871,0.02,0.0232123572399054,0.0222507525153383,0.000961604724567072,0.0715210065876986,-0.0542029114662924,72.4043432296296,0.146904454064002,-0.0201944400674088,1.17087035642533,1.00170101798676,0.0654714395737696,0.295423316255056,0.297324707485253
"401",401,0.0225467230941128,0.02,0.0209391546246549,0.0222165720380867,-0.00127741741343183,0.0732255451548956,-0.0555005451297685,72.3389003777216,0.146970697731942,-0.0199702126263983,1.17083930677297,1.00204870992387,0.0668021675042614,0.295615964069042,0.29731774621558
"402",402,0.0254045216854588,0.02,0.0153042517580171,0.0214841200989589,-0.00617986834094177,0.0735361846289013,-0.0557370521148892,72.6910080372467,0.146982776840805,-0.0205356766524151,1.17142222851271,1.00157674491788,0.0672700455554665,0.295689766686576,0.297244671197915
"403",403,0.029984272619192,0.02,0.0185517225569756,0.0214472306520519,-0.00289550809507633,0.0720234342716803,-0.054588248167834,72.7060779617941,0.14692474349212,-0.0206267448234368,1.17227782879881,1.00125997064327,0.0660979345510176,0.295559408647869,0.297152736195059
"404",404,0.0274559317067301,0.02,0.0233968139378134,0.0223570704893874,0.00103974344842601,0.0719571710851748,-0.0545379520323465,72.3416246946863,0.146922177714774,-0.0199739665072064,1.17261177045638,1.00160319779885,0.0662434960424515,0.295595662046395,0.297610828867063
"405",405,0.0228847644734136,0.02,0.0205971097311142,0.0222396098948339,-0.00164250016371966,0.0734995757152191,-0.0557072738690048,72.3041629096911,0.146980837854014,-0.0197759103381175,1.17254467201265,1.00136326127037,0.0677556980207432,0.295563323641329,0.297793563552472
"406",406,0.0252158477614922,0.02,0.0153290027840892,0.0215234968367842,-0.00619449405269498,0.0739210806372345,-0.0560285880965952,72.6689149377813,0.14699732967737,-0.0203600692921878,1.17283304034281,1.00127181370145,0.068193437890391,0.295599694446077,0.297664487672217
"407",407,0.0301595523619249,0.02,0.018456231054675,0.0215376653941262,-0.00308143433945121,0.0724394928238739,-0.0549047205487029,72.7028654838306,0.146940825638956,-0.0204937965737048,1.17335817676034,1.00158812432352,0.0670181127404906,0.295358666647961,0.297666452771772
"408",408,0.0279953249248223,0.02,0.0234890002931582,0.0223226550651023,0.00116634522805592,0.0721296822350374,-0.0546722278376,72.341365955071,0.146929657295327,-0.0197976138459678,1.17422175591106,1.00142062383437,0.0671223110532834,0.29543959138389,0.297530944161425
"409",409,0.0225150102083394,0.02,0.0213704426492502,0.0223959675377396,-0.00102552488848941,0.0738907822909027,-0.0560094047414613,72.2798240210378,0.146997174580925,-0.0195896077539877,1.17468628560286,1.00101327019332,0.0685203306308344,0.295932558203092,0.297173859315098
"410",410,0.0252174948396671,0.02,0.0148474322599231,0.0214156966588238,-0.00656826439890062,0.0742474082651292,-0.0562793922609409,72.639538853807,0.147010632140068,-0.0201925557217998,1.17498594327865,1.00072687858991,0.0690189961165377,0.296127167668851,0.297641208155262
"411",411,0.0295239289479803,0.02,0.0183357081170364,0.0215293325906546,-0.00319362447361822,0.0730634149978226,-0.0553828186237758,72.6590178115193,0.146965874029967,-0.0203352032355945,1.17540310738963,1.00058135388898,0.0677853372882732,0.295885497251082,0.297884972876601
"412",412,0.0282267416344979,0.02,0.0229005613040973,0.022227093422875,0.000673467881222286,0.0726383389707495,-0.0550629902938223,72.3320712148569,0.146950337153267,-0.0196810468859853,1.17656160988608,1.00048456727411,0.0679355970862782,0.296241582941961,0.297712310472166
"413",413,0.023387642488786,0.02,0.021504683362947,0.0223341379462585,-0.000829454583311565,0.0739888140837107,-0.0560868059248229,72.294879666055,0.147001718942706,-0.0194037440380539,1.17680260225295,0.999755969015079,0.0693559907182915,0.296736186807739,0.297873003824012
"414",414,0.026436817677799,0.02,0.0157694114531075,0.0216472719120433,-0.00587786045893577,0.0739085720036668,-0.0560213360348902,72.6681267179464,0.146997461156044,-0.0199572321023101,1.17698027930741,0.999452326440728,0.0698025416074527,0.296739233873553,0.298446784765198
"415",415,0.0301721987682553,0.02,0.0193781898377647,0.0217262085692728,-0.00234801873150815,0.0725483821442628,-0.0549883257836498,72.6484970229251,0.146945264381956,-0.0200382195609271,1.17730141722934,0.999151144823896,0.0685876296199803,0.296859165830939,0.298175607511877
"416",416,0.0270368933583,0.02,0.0235362303316749,0.0224772272339507,0.00105900309772418,0.0728390540395874,-0.055213516021109,72.2719608546276,0.146957530092692,-0.0194493652075428,1.17767460144143,0.999294516661136,0.0686293873790685,0.296695550302468,0.298267348238411
"417",417,0.0223074080693066,0.02,0.0202423737714664,0.0222231240103098,-0.00198075023884336,0.0746338405028592,-0.0565771014478139,72.2189929510982,0.147026549479991,-0.0192467960639243,1.17834764607175,0.999807798215887,0.0703909424892049,0.296779159767441,0.298128481216502
"418",418,0.0256291448666214,0.02,0.0148365908200415,0.0213784475270387,-0.00654185670699718,0.0748378725021601,-0.0567312305530776,72.6278146161329,0.147034174748935,-0.0198440721207228,1.17931286570305,1.00019793182807,0.070838408915434,0.29659502235248,0.298000800908454
"419",419,0.0312314669853897,0.02,0.0187539364604921,0.0215404806368875,-0.00278654417639538,0.072929261500046,-0.0552775600953419,72.6746817344812,0.146959856906526,-0.0199358578327297,1.17990878602848,1.00042450114742,0.0693552568568373,0.296347310797879,0.298132620592667
"420",420,0.028768296225995,0.02,0.0241696746942509,0.022565088941018,0.00160458575323298,0.072510075029033,-0.0549611402906072,72.3062625000262,0.14694425882717,-0.0192235652960534,1.18005852688862,1.00060727400804,0.06949717164877,0.29636580396904,0.297502464450498
"421",421,0.0227123733020111,0.02,0.0220311792747573,0.0225664652213794,-0.000535285946622148,0.0743386934169115,-0.056351197221386,72.2082591303103,0.147014780688659,-0.0189494127947527,1.18073632610195,1.00062480500966,0.0710651120561313,0.296077303796596,0.29751731361629
"422",422,0.0245913128575962,0.02,0.0151703142553371,0.0215926800085313,-0.00642236575319425,0.0751342882995522,-0.0569578535691974,72.5601723271145,0.147045932128614,-0.0196074772461662,1.18135328754391,1.00083094475637,0.0715066813321698,0.29602154771098,0.297613978784805
"423",423,0.0305566836724321,0.02,0.0176755000944912,0.0215144750454312,-0.00383897495093997,0.073548112939632,-0.0557527877813082,72.5985178812829,0.146984952334485,-0.0197563033638077,1.18177259478131,1.00063303732383,0.0702705497633711,0.296134353353396,0.297586526087586
"424",424,0.0281889066629318,0.02,0.0237625771002798,0.0224079723951662,0.00135460470511367,0.0733522943494203,-0.0556068966346595,72.2380323938216,0.146978165519568,-0.0190416297519929,1.18253342725476,1.00069458781444,0.0704195880399253,0.295979699951664,0.297251215918755
"425",425,0.0231043510401901,0.02,0.0213776060950415,0.0224355987927833,-0.00105799269774179,0.0749351934878361,-0.0568064987553237,72.1929866197149,0.147038263055561,-0.0187932282020295,1.18329007692671,1.00134470044902,0.0719810184183188,0.29627158248625,0.296948693558053
"426",426,0.0257262464916625,0.02,0.0153224489441716,0.0215982846069398,-0.00627583566276821,0.0752476018668434,-0.0570440282882427,72.5879265908005,0.147050323905786,-0.0194243523619969,1.18373076138097,1.00136955012474,0.0726407838865131,0.296223683332583,0.297063776679142
"427",427,0.0316078943252162,0.02,0.018941822125075,0.0216515891987367,-0.00270976707366177,0.0732904360738805,-0.0555554402715462,72.6169030001408,0.146974649996473,-0.0195101211228241,1.18422968382471,1.00129139102775,0.0711151758193659,0.29598387228648,0.297232583318195
"428",428,0.0284538002918552,0.02,0.0247209916304739,0.0226809792992143,0.00204001233125966,0.0731290254226979,-0.0554363739954093,72.207216730879,0.146969357911491,-0.01876160580474,1.18487897339872,1.00113317973552,0.0712798240325333,0.296380873713866,0.297398267793649
"429",429,0.0220042503667312,0.02,0.0216025062027716,0.022568457002217,-0.000965950799445416,0.0753009538298747,-0.0570870268726911,72.1083212690175,0.147053008829058,-0.0185344503024347,1.1856233380931,1.00113886569007,0.0728959053957954,0.296513959915991,0.297288613898556
"430",430,0.0237601228988978,0.02,0.014275179968889,0.0214465476445058,-0.00717136767561679,0.0764251457103259,-0.057945774657619,72.5053284866406,0.147097441238035,-0.0193080245529613,1.18622639618004,1.00135313556373,0.0734568297272284,0.296596651363876,0.297700390727973
"431",431,0.0307616055848831,0.02,0.0169638454124617,0.0212502076385026,-0.00428636222604089,0.0747216025135129,-0.0566521364438977,72.5864816046105,0.1470321164763,-0.0195034404104656,1.18675592488683,1.00173090038007,0.0721050185225913,0.297117596605909,0.297390123424577
"432",432,0.0290629202383627,0.02,0.0240325108796382,0.0223430613706065,0.00168944950903167,0.0741441246876744,-0.0562166206239792,72.2270322655264,0.147010740071939,-0.0187143876069595,1.18650740907086,1.0023448374733,0.0721930213695974,0.297103948818564,0.29762464134859
"433",433,0.0238938230157991,0.02,0.0223414507253408,0.0225804380194691,-0.000238987294128266,0.0755046426778864,-0.0572462625885913,72.1316215722146,0.147062016318571,-0.0183225499251877,1.18712762212634,1.00281988432812,0.0736615739693991,0.297175176159959,0.297753838380557
"434",434,0.0254139759520402,0.02,0.015677059174111,0.0218039143494862,-0.0061268551753752,0.076082445522073,-0.0576855370344891,72.4921800848991,0.147084305586283,-0.0189415196289755,1.18780032480308,1.0026478838753,0.0742844573832236,0.297017541041486,0.297814879398128
"435",435,0.0300747199286175,0.02,0.0182957616556614,0.0216760538982856,-0.00338029224262419,0.0749064162628056,-0.056793534553615,72.5068102654929,0.147039468042745,-0.0191537100608854,1.18840190975635,1.00256349415815,0.0727891779739681,0.297318312013211,0.297627709156073
"436",436,0.027718087391523,0.02,0.0232885043731894,0.022389760285317,0.000898744087872344,0.0749635545187962,-0.0568422588157765,72.1222649422038,0.147043032850017,-0.018478959338251,1.18887353074803,1.00258247076083,0.0730770202109414,0.297300230645095,0.297364255164899
"437",437,0.0233000890537555,0.02,0.0210261277350201,0.0223357102802288,-0.00130958254520868,0.0764643806746629,-0.057980639303898,72.1057122683213,0.147100269824785,-0.0182308800093206,1.18900748446689,1.0021137544738,0.0748501493003947,0.297177635086202,0.297142969569119
"438",438,0.0261026900096199,0.02,0.0154855921958746,0.0215953713130399,-0.00610977911716526,0.0766382923571439,-0.058110453612482,72.5305570130176,0.147106353308881,-0.0188609341235651,1.18938527160577,1.00118708382968,0.0751654654169128,0.297241799863987,0.297312832268476
"439",439,0.0318628500062589,0.02,0.0187383584410278,0.0216925566292539,-0.00295419818822608,0.0747262937403586,-0.0566548460196162,72.5663168277237,0.147032068614745,-0.0189845087005604,1.1894842013066,1.00120092730565,0.0736609110023541,0.297261787241546,0.297381370073272
"440",440,0.0292987149215611,0.02,0.0247269766122173,0.0227874743310059,0.00193950228121134,0.0743051369584168,-0.0563373107341403,72.1578127237787,0.147016488816634,-0.0182020075295257,1.19034949961584,1.00098275477071,0.0737780433071726,0.297235139654874,0.297396466538085
"441",441,0.0216758833458382,0.02,0.0224417252722135,0.0227390368009125,-0.000297311528699087,0.0767578338579528,-0.0582055539348426,72.0437402086786,0.147112057435245,-0.0179663723318748,1.19123564041501,1.00101023484636,0.0753903092064706,0.297710948632386,0.297277900642281
"442",442,0.0252113424267514,0.02,0.0139605975043672,0.0215197563389337,-0.00755915883456644,0.0773369660653312,-0.0586455739751313,72.4589267350472,0.147134334986158,-0.0187066641996841,1.19198260788008,1.00089140804016,0.0762051376067254,0.297315653633365,0.297060399328792
"443",443,0.031268205735102,0.02,0.0182462894133368,0.0215291507157596,-0.0032828613024228,0.0756293708308225,-0.0573495899114818,72.507920050052,0.147069052388772,-0.0188354624935598,1.19285149795189,1.00073394492592,0.07472434726055,0.297264724602613,0.297396916759866
"444",444,0.0293773312903084,0.02,0.0246063073321539,0.022547667985277,0.00205863934687689,0.0750638089736104,-0.0569209418412416,72.1177190941138,0.147047554694253,-0.0180381241253283,1.19411805006308,1.0008724483044,0.0745974284034803,0.297766130095493,0.297287506018429
"445",445,0.0229440115914377,0.02,0.0221574978284508,0.0227167752410624,-0.000559277412611555,0.0769432066436213,-0.0583472411920465,72.0281225603034,0.147119406220055,-0.0177388637840061,1.19439620627309,1.0005676314301,0.0763039854447862,0.297701677484293,0.297075728634552
"446",446,0.0257665633595371,0.02,0.0147526492104587,0.0217256860636532,-0.0069730368531945,0.0774452074396458,-0.0587288764973048,72.4422759382986,0.147138773885063,-0.0184352204477383,1.19448613339132,1.00057014445553,0.076975821696444,0.297854743289802,0.297201583656334
"447",447,0.0307053101983744,0.02,0.0188436670087457,0.0216952644750796,-0.00285159746633399,0.076081259855386,-0.0576936897770746,72.4599051144365,0.147086616308989,-0.0185942339765386,1.19503125788566,1.00052562830676,0.0752130784541409,0.297963085828175,0.296947483231196
"448",448,0.0294438632725756,0.02,0.0235339085885571,0.0224354955723598,0.00109841301619726,0.075430579473947,-0.0572020324700703,72.0744954269667,0.147062291905767,-0.0178241000624438,1.19539538667123,1.00080720538912,0.0755188293000914,0.298066154157719,0.296998593147605
"449",449,0.0226684683985069,0.02,0.0224816400164506,0.022703288763835,-0.000221648747384359,0.0774246072518122,-0.0587222870417539,71.9957816144044,0.147140364179372,-0.0175149657113253,1.19590287164833,1.00053421901686,0.0772540498457523,0.29783652985355,0.296929911913976
"450",450,0.0260594942399599,0.02,0.0151278108874193,0.0216384757175692,-0.00651066483014991,0.0777238792583187,-0.0589452233924776,72.4086069095588,0.147150716244985,-0.0181906889560533,1.19629358679445,1.00005340672597,0.0776002234839747,0.297712122419904,0.296840490433928
"451",451,0.0309935182624635,0.02,0.0185841858569378,0.0217308962790035,-0.00314671042206577,0.0762617685641667,-0.0578325607130249,72.4154914656495,0.147094015743506,-0.0183218474573652,1.19591832526247,1.00025541812071,0.0762562846673925,0.29772266211212,0.297295899435076
"452",452,0.0291482614763262,0.02,0.0239288008511192,0.0226077042955548,0.00132109655556443,0.0759114571589676,-0.0575698115991717,72.0419979535809,0.147081407661447,-0.0176167183067169,1.19629052861602,1.00026900014509,0.0762617618266443,0.297343840076453,0.296993875853916
"453",453,0.0233587931971105,0.02,0.0222272265829681,0.0227107446968581,-0.000483518113889959,0.0776212810153178,-0.0588705125940934,71.9731019050301,0.147147595716734,-0.0172983662750029,1.19690474350311,1.00015022878367,0.077935270118418,0.297573540496476,0.296600179760076
"454",454,0.0257700797889915,0.02,0.0152595228080937,0.0216925171033241,-0.00643299429523038,0.0780202091618143,-0.0591718059211809,72.371294314368,0.147162473676903,-0.0179331622035688,1.19775688125887,0.999998898996682,0.0785603268739579,0.297557313052363,0.296772070451142
"455",455,0.0312909373820602,0.02,0.0183989446244226,0.0217550080796873,-0.00335606345526476,0.0764102707115275,-0.0579460209279507,72.4080710560779,0.147099893364431,-0.0180999291572368,1.19765639617603,1.00016921452014,0.0770150147622345,0.297791668023209,0.297048611617621
"456",456,0.0290847173450386,0.02,0.0240575331535465,0.0226323133364479,0.00142521981709862,0.0760993424326313,-0.057712920782591,72.0322711050796,0.147088733170369,-0.0173921324083875,1.19838134869291,1.00085715865422,0.0769652269808225,0.297454902586954,0.296769117110095
"457",457,0.0235380916505762,0.02,0.0220831125568931,0.0226586814604061,-0.000575568903512968,0.0778377588839965,-0.0590370855669651,71.9649930588166,0.147156475983269,-0.0170915642264575,1.19923297407489,1.00043464945835,0.0787771515827019,0.297390395564461,0.296857921174734
"458",458,0.0252363612637181,0.02,0.0157943643655796,0.021760378763141,-0.0059660143975614,0.0786288155122124,-0.0596410959338622,72.3200519236534,0.14718767626156,-0.0177072568981464,1.19973198530321,1.00061046405527,0.0792635566443963,0.297616263286686,0.296747862189698
"459",459,0.0310994765132171,0.02,0.0181689078134029,0.0216666467008534,-0.00349773888745053,0.0771280988933896,-0.0584991550333091,72.349412243666,0.147129526749025,-0.0178869564404692,1.20058272532854,1.0007637303264,0.0777553016594856,0.297763533806133,0.296951268086637
"460",460,0.0298154554737065,0.02,0.0237749328557045,0.022517215049358,0.00125771780634646,0.0764284636073294,-0.0579653389030863,71.9974519804113,0.147102006868366,-0.0171362695457847,1.20102679351283,1.00090309190583,0.0778948201982387,0.297909213339825,0.296953149964977
"461",461,0.0241598413738546,0.02,0.0225063686822008,0.0227914125386087,-0.000285043856407893,0.0778510606952136,-0.059044740342708,71.9653578493692,0.147156341827861,-0.0168368842173268,1.20123437937484,1.00089336150379,0.0796262174173503,0.298025184579614,0.296826589413703
"462",462,0.0259133899313133,0.02,0.0160218858004427,0.0219419864759106,-0.0059201006754679,0.0784212377025611,-0.0594796058553208,72.3584015054362,0.14717870995334,-0.0175172110839196,1.20191944901851,1.00113115683157,0.0801167356910234,0.297732570670668,0.296910220753546
"463",463,0.0316396570097405,0.02,0.0187815847900826,0.021844439670071,-0.0030628548799884,0.0768347342548252,-0.0582743007877116,72.3754403106776,0.147117737844459,-0.0176818881403632,1.20239813619114,1.00136293141572,0.0786552952620979,0.297788061076627,0.297065346765796
"464",464,0.0297175624514892,0.02,0.0245288287283696,0.0227350225879031,0.00179380614046648,0.0763804201699261,-0.0579306635665979,71.9970229798075,0.147100650410095,-0.0169344061352724,1.20373817194204,1.00129002710251,0.0786527321683095,0.297610960970823,0.29742500894348
"465",465,0.0240542920938441,0.02,0.0226264088601124,0.0228025392328477,-0.000176130372735328,0.0778883529666053,-0.0590731876981555,71.9276324818917,0.1471578108984,-0.0165913630462967,1.20389985712246,1.0015159094949,0.0804747203205575,0.297401890638423,0.297331835522742
"466",466,0.0256476926963618,0.02,0.0157687765530788,0.0218985407273844,-0.00612976417430557,0.0785094342493607,-0.0595443808593953,72.3095249211532,0.147181506230028,-0.0172462243258813,1.2039186177651,1.00141976443103,0.0811319988408919,0.297730270289628,0.297557148893167
"467",467,0.0311078884562215,0.02,0.0185550167438931,0.0217982256543295,-0.00324320891043638,0.0771787609648518,-0.0585353300314423,72.3373394290287,0.147130858006962,-0.0174779061813965,1.20451501721009,1.00184327616933,0.0794617655020789,0.298031901918734,0.297647374747838
"468",468,0.0298416122658261,0.02,0.0242152381317323,0.0227033181232415,0.00151192000849086,0.0766828416906636,-0.0581607409503467,71.9717603567974,0.147112347246876,-0.0167500744329233,1.20504776793196,1.00221109741545,0.0794925457283421,0.298505076764723,0.297733461570641
"469",469,0.0239599718819833,0.02,0.0225342462834401,0.0227876054244366,-0.00025335914099645,0.0783184517208151,-0.0594047321999003,71.8908015707215,0.147175596323603,-0.0163833945058528,1.20550767684107,1.0028811467485,0.081331357842379,0.298316914943557,0.29760420596568
"470",470,0.0253878930642586,0.02,0.0159127557545534,0.0219210151556301,-0.00600825940107665,0.0791550446898538,-0.0600419658302255,72.2693676110928,0.147208179418907,-0.0170555564228687,1.20549279269628,1.00275872267428,0.0819133345154389,0.298506653573465,0.297305915755021
"471",471,0.0310985557078543,0.02,0.0183099632397949,0.0217562044282364,-0.00344624118844148,0.0777671310327694,-0.0589859616014204,72.2769439257988,0.147154421728633,-0.0172321943300056,1.20593750344092,1.00306960007977,0.0803432894179009,0.298291096547449,0.297093776548882
"472",472,0.0293000755147885,0.02,0.0240219033764643,0.0226125681887732,0.00140933518769111,0.0774201187671905,-0.0587250984625246,71.9033792091083,0.147141781431528,-0.0164968889977071,1.20688975536721,1.00324450067552,0.0803873496052468,0.298490296910703,0.296812555588084
"473",473,0.024254149861683,0.02,0.0222038988226978,0.0226829355347153,-0.000479036712017472,0.0788746529947163,-0.0598298553697434,71.870887186657,0.147197640270972,-0.0161914363061485,1.20738959210317,1.00306376578925,0.0822820531113228,0.298581650431936,0.296932047891414
"474",474,0.0263165289575321,0.02,0.0161504797709121,0.0219246952528701,-0.00577421548195804,0.0793415529760146,-0.0601842849064745,72.272671578659,0.14721551865143,-0.0168332747757058,1.20749596939827,1.00318878837319,0.0828430087354338,0.298313090540497,0.297019922881768
"475",475,0.0313042717186437,0.02,0.0190076851860133,0.0219117476951733,-0.00290406250915996,0.0780567545161605,-0.0592086330842386,72.2631162255923,0.147166251494195,-0.0170077661244002,1.20807790657187,1.00265888790024,0.081145382147349,0.297996750311091,0.296769380713224
"476",476,0.0291291734047529,0.02,0.0239762945520333,0.0227488462475651,0.00122744830446828,0.0779232522835809,-0.0591126491776834,71.8704359175122,0.147162520000535,-0.0163034128756805,1.20875549960267,1.00286361549988,0.0812557426272785,0.298205628445904,0.296895705501556
"477",477,0.0243429361975413,0.02,0.02206545219503,0.0226691667489603,-0.000603714553930281,0.0793001351039261,-0.0601587341778836,71.8360101030179,0.147215473151183,-0.0159625802857813,1.20923131444742,1.00256974198852,0.083075009733412,0.298107202640659,0.296861592453878
"478",478,0.0258090444235971,0.02,0.0163039873130146,0.0219307733669741,-0.00562678605395948,0.0798835683975362,-0.0606012476497321,72.2113074287274,0.147237705637099,-0.0165577181877799,1.20943891445745,1.00288453709985,0.0836242771922991,0.297951650015454,0.296924727518679
"479",479,0.0313839031284111,0.02,0.0185459816987606,0.0218072146390878,-0.00326123294032712,0.0785085371312362,-0.059552663783496,72.2236960853978,0.147183817170852,-0.0167768887616918,1.21012709272884,1.00319811208826,0.0820037064344166,0.297784711987475,0.296705868052686
"480",480,0.0297616147895276,0.02,0.0241085570242545,0.0227307117423,0.00137784528195452,0.0781589118329804,-0.0592902682862894,71.8404977627564,0.147171205772241,-0.0160410442179171,1.21075517381573,1.00336650264353,0.0820713363905317,0.297559835167739,0.296569437370716
"481",481,0.0238085756022025,0.02,0.0226512029698632,0.0227965173829001,-0.000145314413036907,0.0799970649567354,-0.060692880449324,71.7716249422847,0.147243469795464,-0.0157153606074931,1.21163795532712,1.00317153661488,0.083738697725201,0.2975109272838,0.296606842639019
"482",482,0.0253562570924947,0.02,0.0155374935200838,0.0219340831414559,-0.00639658962137216,0.0808908129964993,-0.0613769798720207,72.1323856690156,0.147279166619529,-0.0163554621371612,1.21247755226097,1.00313235950848,0.0843849995959724,0.297355011085619,0.296623693707144
"483",483,0.0305923964933866,0.02,0.0180036286898864,0.0217146385415474,-0.00371100985166099,0.0797889051334092,-0.0605415556731489,72.153567314729,0.147237275868809,-0.0165834185462501,1.21300855868632,1.00359625526355,0.0828515081714828,0.297641624375052,0.296484990088759
"484",484,0.0308101615272388,0.02,0.0235671407142665,0.0224979040089881,0.00106923670527847,0.0787750087058466,-0.059763859211151,71.8508725346973,0.147196333546239,-0.0158720465259938,1.21362403054058,1.00344666797519,0.082750302354908,0.297611521189842,0.296421977049262
"485",485,0.0261019817449854,0.02,0.0231012421915962,0.022861151151675,0.000240091039921225,0.0796119040801243,-0.0603941753289014,71.839173165591,0.147227077109068,-0.0154683946950594,1.21393159894438,1.00360306129511,0.0845721621510222,0.297754931208095,0.295970124989471
"486",486,0.027046958324638,0.02,0.0175109257598835,0.0223173698828905,-0.00480644412300694,0.0800604345970893,-0.0607380628392955,72.187912330687,0.147245138516721,-0.0160289017932489,1.21472034046663,1.00302542200421,0.0851208391414687,0.297903098375875,0.296187814911908
"487",487,0.0301877264853632,0.02,0.0197639295272265,0.0222103828494444,-0.00244645332221791,0.0794606783839113,-0.0602896567320246,72.1014401104501,0.147223993157045,-0.0162165218975701,1.21505533718622,1.00312525440962,0.0833663020645519,0.297951522581451,0.296251832282732
"488",488,0.02831166472323,0.02,0.0229770858099573,0.0226615898056153,0.000315496004342041,0.0796932674633413,-0.0604743367662194,71.6969358755902,0.14723500868987,-0.0155627533543904,1.21548786409884,1.00279960432297,0.0837308477878485,0.297917960214703,0.296585713831004
"489",489,0.0235067680727547,0.02,0.0213876409471617,0.0225335500404969,-0.00114590909333526,0.0814124210615676,-0.0617804594772195,71.7099134097423,0.147301097849171,-0.0153180580646542,1.21542749827421,1.00251563062025,0.0854379369436062,0.298019789273423,0.296527017843612
"490",490,0.0282709760000648,0.02,0.0152310429364562,0.0216936714347087,-0.00646262849825247,0.0809795314720721,-0.0614420532534747,72.1858828936146,0.147281958016939,-0.0159119679068876,1.21577653061923,1.00279370896519,0.0861383093931332,0.297525476041122,0.296591176317789
"491",491,0.0314408208691827,0.02,0.0206041597910022,0.0221442996717543,-0.00154013988075209,0.0798359014207977,-0.0605756315595859,72.1397882949679,0.147238643233908,-0.0160132147761313,1.21582019614708,1.00304278324072,0.0842198873228865,0.297356935762056,0.296512739965599
"492",492,0.0306127975974019,0.02,0.0241994949413827,0.02280866072082,0.00139083422056269,0.0792069225659435,-0.0600964627573244,71.7416169276523,0.147214099554726,-0.0152719947580305,1.21675692071486,1.00298709258172,0.0843080141015638,0.297126210621047,0.29659181614199
"493",493,0.023759626160777,0.02,0.0231796000015999,0.0230253186601816,0.000154281341418359,0.0810885559159596,-0.0615310498781347,71.6682395421841,0.147287772906682,-0.0149138056852473,1.21774061133226,1.00293249506402,0.0861021065012552,0.297075806259939,0.296535240607181
"494",494,0.026999179342119,0.02,0.0153992950384852,0.0219700214916973,-0.00657072645321202,0.0813083444054391,-0.0616942696606673,72.1028781197847,0.1472952369807,-0.015602043930953,1.21842785163022,1.00281386319867,0.0867134829919568,0.297237071787731,0.29666800738531
"495",495,0.0306808029450839,0.02,0.019310177179373,0.0219894470471618,-0.00267926986778888,0.0803899610098085,-0.0609995174009773,72.0834437739285,0.147260709192256,-0.0158150210404118,1.219761452987,1.00251035514197,0.084998664614361,0.297107921177261,0.296418127250634
"496",496,0.030802382700297,0.02,0.0235556737252151,0.0227020737224312,0.000853600002783899,0.0796140952309599,-0.0604078081738157,71.7188884494462,0.14723027265961,-0.015067973871905,1.21967971273251,1.00265624066153,0.0850915152127013,0.29719018254128,0.29631007790769
"497",497,0.0244614428443782,0.02,0.0235237965084568,0.0230151707939677,0.000508625714489082,0.081275912139002,-0.0616738884551261,71.6685868070332,0.147295100791874,-0.0146779898189769,1.21991301171956,1.00270050179824,0.0869175383387986,0.297653859548039,0.296220840633333
"498",498,0.027966030895595,0.02,0.0161484189997331,0.0220778911922747,-0.00592947219254156,0.0812081332458813,-0.061615619481128,72.094873491707,0.14729071456202,-0.0152982561444546,1.22080974804129,1.00243992877506,0.0873850267298027,0.297926016702328,0.2964418038705
"499",499,0.032069230904504,0.02,0.0200698620327746,0.0222196066612329,-0.00214974462845829,0.0798537238503291,-0.0605858679968219,72.0715487935417,0.147238465322445,-0.015446335311707,1.22161416437255,1.00235316188492,0.0857872891379633,0.297724684672845,0.296529659968564
"500",500,0.0300438140254123,0.02,0.0246001334248026,0.0229990958074444,0.00160103761735818,0.0795533006839761,-0.0603587994114673,71.6812435442595,0.147227200213094,-0.0147559929615418,1.22204907853633,1.00217401441368,0.0857157665637257,0.297593177976678,0.296158708496262
"501",501,0.023725933123566,0.02,0.0224779650550385,0.0229936493271412,-0.000515684272102674,0.0814725910007721,-0.0618221108554254,71.636326765295,0.147302332800524,-0.0144643313607059,1.2225673729095,1.00238820857003,0.0878821563914041,0.297399107560557,0.29592020282196
"502",502,0.0270508054609856,0.02,0.0155032398551797,0.0219936622984084,-0.00649042244322867,0.0818194832341391,-0.0620864938845715,72.0970779620004,0.147315888943502,-0.015174887728481,1.22247111969975,1.00247799321443,0.0884517710215948,0.297602826630418,0.295978445041664
"503",503,0.0325583251298799,0.02,0.0198525406924982,0.0220093411815521,-0.0021568004890539,0.0801823432130489,-0.0608380221955678,72.1007509964995,0.147251741870391,-0.0153161035269005,1.22303360050919,1.00254503264252,0.086538625395915,0.297346333282096,0.29614665378688
"504",504,0.0312897575676415,0.02,0.0249518656050093,0.0229757963053485,0.00197606929966081,0.0794082994978447,-0.0602473573476098,71.7129451709798,0.147221287303597,-0.0145376905253778,1.22339319117495,1.00259969966066,0.0867154792660956,0.297374965857738,0.296196680212704
