experiment,simulation_number,period,inflation,inflation_target,nominal_interest_rate,mean_exp_inflation,real_interest_rate,unemployment_rate,welfare,output_gap,consumption,real_wage_rate,mean_real_savings_balance,mean_indexation_strategy,mean_substitution_strategy,stdev_real_savings_balance,stdev_indexation_strategy,stdev_substitution_strategy,non_consuming_households
9,17,100,0.06094817761456395,0.02,0.060703746574349404,0.053069277422275504,0.0076344691520739,0.0,-1058.5823494138465,0.0,66.34640081055622,0.14418699046916783,0.07350197990510954,1.1263816528902815,0.48463419349870884,0.04689653108994113,0.26281478139752884,0.20557441878793042,0
9,17,150,0.06640460229012077,0.02,0.06669185954382928,0.053069277422275504,0.013622582121553775,0.0,-1114.1177214114816,0.0,64.40584109607637,0.14418699046916783,0.12551487454093446,1.2292118737789557,0.4489962931187514,0.08168616837467921,0.24459227603469486,0.21714961453293002,0
9,17,200,0.07103777495008443,0.02,0.07078516070537577,0.053069277422275504,0.017715883283100267,0.0,-1076.298439945192,0.0,70.22383834687137,0.1441869904691678,0.14053632326849155,1.3288335297806229,0.46694629883047045,0.09982332163055113,0.24561099517702417,0.22342514009388384,0
9,17,250,0.07343602978038778,0.02,0.07312327187211864,0.053069277422275504,0.02005399444984314,0.0,-1083.554754749005,0.0,71.7334967771651,0.14418699046916786,0.14326618872487543,1.3572075919527065,0.5044858147272814,0.11120251967301263,0.21362002171635824,0.23025341722179257,0
9,17,300,0.07351023143317674,0.02,0.07301180250141415,0.053069277422275504,0.019942525079138643,0.0,-1089.4765018846133,0.0,72.0852318333605,0.14418699046916783,0.1440023364404814,1.380409018231711,0.4615155183871972,0.11516006564858838,0.22297694336650856,0.21428122526388188,0
9,17,350,0.07788748627699396,0.02,0.0774742675142086,0.053069277422275504,0.0244049900919331,0.0,-1106.0466813251057,0.0,71.91392282134082,0.14418699046916783,0.14370377114958482,1.4433061806462544,0.4798421105579333,0.12152838703528156,0.21419270134142893,0.24779733711983923,0
9,17,400,0.08095220195078051,0.02,0.0806625911824228,0.053069277422275504,0.0275933137601473,0.0,-1126.909104851123,0.0,71.97083292682215,0.14418699046916783,0.14364010104064065,1.5026361632714709,0.4097833314237875,0.13281668183275885,0.22991466924762083,0.21620041493226302,0
9,17,450,0.08523006453845672,0.02,0.08534300218497748,0.053069277422275504,0.032273724762701975,0.0,-1144.8822358881957,0.0,71.91026590324316,0.14418699046916783,0.1432814745239165,1.6029863551556338,0.4495807103652824,0.13557069999268662,0.2144799387911451,0.20543821347526323,0
9,17,500,0.09529600056317086,0.02,0.09541669361084093,0.053069277422275504,0.042347416188565426,0.0,-1172.3131984606778,0.0,71.77736688889048,0.14418699046916783,0.14356017920968592,1.7774086318888103,0.5059078860622227,0.15696387992080962,0.21020068034323294,0.2271219077780667,0
9,17,550,0.1010968512048936,0.02,0.1007848929767079,0.053069277422275504,0.04771561555443239,0.0,-1187.395391063456,0.0,71.86647745040662,0.14418699046916783,0.143426930963615,1.8830574334556733,0.4586724744915886,0.1633394838799187,0.22612951172432608,0.22983249664930402,0
9,17,600,0.10280913538465611,0.02,0.10277933296873565,0.053069277422275504,0.049710055546460144,0.0,-1206.367828157671,0.0,72.18588645556437,0.14418699046916783,0.1435852243963868,1.934808701898025,0.4653613766537067,0.17442519385983427,0.22340602781112698,0.235981265805887,0
9,17,650,0.10447938846774014,0.02,0.10523651265002654,0.053069277422275504,0.05216723522775103,0.0,-1226.026305515432,0.0,72.0815620974261,0.14418699046916783,0.14319606451222175,1.972586260428325,0.4808836844497511,0.2030848250750953,0.2343720060025135,0.23734680804160838,0
9,17,700,0.11549390780182668,0.02,0.11531611927962704,0.053069277422275504,0.062246841857351534,0.0,-1263.6020486427797,0.0,71.75937976882707,0.1441869904691678,0.14307944168154008,2.1363309067866956,0.44866999022179577,0.27144000125370416,0.22421312752107592,0.2119218728638289,0
9,17,750,0.12484143076710688,0.02,0.12469774244011944,0.053069277422275504,0.07162846501784394,0.0,-1292.145667413563,0.0,71.82469324326522,0.14418699046916783,0.14368972923655712,2.34683199677744,0.4502212605394962,0.2990528153634178,0.2424093307234796,0.21460870578876334,0
9,17,800,0.13239769666413245,0.02,0.1319875640697976,0.053069277422275504,0.07891828664752211,0.0,-1304.3854200583526,0.0,71.95939287692167,0.14418699046916783,0.14387755505290103,2.4932964320912654,0.552809340741388,0.3023509975660467,0.24620627390046887,0.25881026892231196,0
