statistic,inflation_gap,nominal_interest_rate,unemployment_rate,welfare,mean_real_savings_balance,mean_indexation_strategy,mean_substitution_strategy,stdev_real_savings_balance,stdev_indexation_strategy,stdev_substitution_strategy
mean,18.866796297306657,52.42837417708469,0.00169157628671009,-985.3409141896957,2.9392449035019565e+79,1.2220224607315264,0.5010775616846956,5.481648585666203e+78,0.19655162830589104,0.22252849434858812
stdev,847.1114351261754,2140.138369542691,0.007124453621015415,102.12568026135347,1.8774388510698858e+81,0.3069750012273905,0.14535824560288965,3.501395620606084e+80,0.10048917881208244,0.10509203579594627
