statistic,inflation_gap,nominal_interest_rate,unemployment_rate,welfare,mean_real_savings_balance,mean_indexation_strategy,mean_substitution_strategy,stdev_real_savings_balance,stdev_indexation_strategy,stdev_substitution_strategy
mean,nan,nan,0.04059452636001486,-922.46971731247,nan,1.006418309857764,0.4976201642071064,nan,0.18177281548200327,0.20591020376463656
stdev,nan,nan,0.18147459098852664,195.78409917734697,nan,0.21540192809340425,0.18935664982991113,nan,0.09294230324647461,0.10183674382946321
