statistic,inflation_gap,nominal_interest_rate,unemployment_rate,welfare,mean_real_savings_balance,mean_indexation_strategy,mean_substitution_strategy,stdev_real_savings_balance,stdev_indexation_strategy,stdev_substitution_strategy
mean,0.005713803066890678,0.02428000515680519,0.002706636503056798,-1008.8890896427721,0.09488125696353318,1.2604793888571724,0.5068955776123274,0.045686950815166466,0.22263124250721275,0.22341225994781824
stdev,0.01232819765161204,0.011791308452255008,0.008378714618374956,58.49734607732397,0.0574668264053576,0.3047888257152548,0.13980251500016375,0.04038493555040667,0.10642659373510625,0.1075670758969224
