scenario,experiment,run,period,inflation,inflation_target,unemployment_rate,mean_indexation_strategy,mean_substitution_strategy,var_indexation_strategy,var_substitution_strategy
1,5,9,550,0.02412857393007378,0.02,0.09569620950104092,0.8900991417096177,0.46043185918289015,0.00740337340732442,0.04387596848632521
1,5,9,600,0.02504601280539628,0.02,0.022822907438394394,0.8790964233681512,0.46584720086341547,0.007318118156877558,0.040726738607973954
1,5,9,650,0.017432071453876506,0.02,0.0,0.8661413582449055,0.4950559083479883,0.008408376360560967,0.04270972368808025
1,5,9,700,0.017420656639455162,0.02,0.0,0.8713111921834411,0.5838167750735853,0.007784529657079031,0.033643102935530196
1,5,9,750,0.017397601968368752,0.02,0.0,0.8697785088071804,0.5837278969639316,0.007469462702995866,0.03969444626585897
1,5,9,800,0.017154874471711285,0.02,0.0,0.8577443570979583,0.5824807503654982,0.007565659396552153,0.03954457444489306
1,5,10,100,0.014221570300033475,0.02,0.22747800559256642,1.0092354297635677,0.5939206896328104,0.008989679932979206,0.039441425722834635
1,5,10,150,0.014171430345920671,0.02,0.22940699478842566,1.0023572750217773,0.6437163432376586,0.008826651844096775,0.040544249409646134
1,5,10,200,0.015048678996397296,0.02,0.23133116729382847,1.0469348049933114,0.6656318200242227,0.007630528450520351,0.03859688632627567
1,5,10,250,0.015247539459167197,0.02,0.23325053513606236,1.0526690047824894,0.6848931199081515,0.008080724962413197,0.03872760967502577
1,5,10,300,0.014820488897736708,0.02,0.2351651103123819,1.0396171166354562,0.6152094013544536,0.00907961310557711,0.03836497227788701
1,5,10,350,0.015320065297612187,0.02,0.23707490479008458,1.0585119124361702,0.6092065711790665,0.008427880827968278,0.040687506969416816
1,5,10,400,0.015100832568135424,0.02,0.23897993050658714,1.050717366768195,0.5802505484827395,0.008180783857257456,0.038476672998232646
1,5,10,450,0.01537994090893014,0.02,0.2408801993694958,1.0592120578401496,0.6102410519432245,0.010024110141112484,0.04301481512226775
1,5,10,500,0.015040576376761448,0.02,0.24277572325668564,1.0438581191648828,0.5555391133718247,0.009096873419314668,0.03808785337188196
1,5,10,550,0.015492348996849592,0.02,0.24466651401637216,1.0687145732836554,0.6611601748975572,0.008043352180919807,0.041158578388180427
1,5,10,600,0.015681939263083897,0.02,0.24655258346718517,1.0696883654043527,0.6904571423859632,0.008419839344320522,0.036587538355727235
1,5,10,650,0.015289699975569759,0.02,0.24843394339824432,1.049615791621719,0.6888220727011071,0.007838305667342697,0.04018770233008957
1,5,10,700,0.013958953965628745,0.02,0.25031060556923057,0.992398663708908,0.741657474306576,0.008196388836733926,0.04245093149242033
1,5,10,750,0.02550116270548142,0.02,0.2370751591187544,0.9852897995162972,0.7760760269647996,0.007768436006340895,0.03571750961151216
1,5,10,800,0.02563161844599917,0.02,0.23898018420019743,0.9866266396817448,0.8232443601339254,0.007734076878072231,0.04085828835795927
1,5,11,100,0.025433754824532945,0.02,0.21187150065504284,0.9778271188441742,0.43717654795458477,0.008068912813853324,0.03753509558831695
1,5,11,150,0.025302910387800855,0.02,0.21383945932960613,0.9785666830419132,0.34793662698886646,0.008510813484551858,0.039750606620644786
1,5,11,200,0.025596860957885787,0.02,0.2158025040068352,0.99667824078134,0.36553193024455816,0.00752100880369558,0.03690384802249301
1,5,11,250,0.02570071007907547,0.02,0.21776064695699243,0.9989138477887816,0.3063945268060087,0.007827847515501448,0.03268747783189595
1,5,11,300,0.025941467440127576,0.02,0.21971390041970232,1.0174500783314229,0.3389561077760845,0.008902351391332233,0.03636554828705021
1,5,11,350,0.026085324651971768,0.02,0.22166227660402593,1.0234421839424315,0.40037058926679364,0.0076360070491036545,0.03571209664398233
1,5,11,400,0.02558690574188526,0.02,0.2236057876885384,0.999851580158048,0.29114628506729834,0.00870839618628852,0.043677695749701644
1,5,11,450,0.025745359471953957,0.02,0.225544445821405,0.9934979940789112,0.29358349288653657,0.007370951069274438,0.03962784843275332
1,5,11,500,0.025567283774564853,0.02,0.22747826312045744,0.98749289908842,0.3002695029384048,0.0072682034982274575,0.04111514933794933
1,5,11,550,0.025583909041377178,0.02,0.229407251673269,0.9847262092269172,0.19692887926988487,0.007264830834432169,0.0406765358969729
1,5,11,600,0.025564240487440198,0.02,0.23133142353722996,0.9793625118412275,0.18059969742455464,0.008646499224870567,0.04621844133860636
1,5,11,650,0.025399316926319367,0.02,0.2332507907396232,0.9729893515401167,0.21154633882728013,0.00878363582426527,0.03826328786486485
1,5,11,700,0.025399592315316643,0.02,0.2351653652776995,0.9705519321756644,0.22444591019536997,0.00785449481380734,0.042528865288626115
1,5,11,750,0.025182426401639084,0.02,0.23707515911875351,0.9596577367645585,0.24213155423942548,0.0075220804263100354,0.03668989581143739
1,5,11,800,0.025734030517530763,0.02,0.23898018420019684,0.9841736981615754,0.2616377744845594,0.007035850912843178,0.03710980090407857
1,5,12,100,0.025026630568992535,0.02,0.19594971278948708,0.9604845563529573,0.44331255339519765,0.008793799840611837,0.03942540845923838
1,5,12,150,0.025832714755270925,0.02,0.19795742820495058,0.994238365232326,0.3623465479662282,0.009743786666305787,0.038268806299800694
1,5,12,200,0.0266538984140682,0.02,0.199960130350407,1.02673877005631,0.3594811130775117,0.007672298803638842,0.04161138968147958
1,5,12,250,0.02697845349680771,0.02,0.2019578317440022,1.054142112718404,0.3521632397489139,0.007147780977218325,0.0322660151534091
1,5,12,300,0.027241390302540445,0.02,0.20395054487262518,1.0616483003193695,0.3200824084448281,0.008865839440045245,0.05222557910439518
1,5,12,350,0.02715075981461308,0.02,0.20593828219198565,1.0594328565448083,0.4113208820301216,0.0071819552977670335,0.03668320623661359
1,5,12,400,0.02694149142671527,0.02,0.2079210561266898,1.0430785810753442,0.467855253469994,0.008118507780447577,0.03793500564071975
1,5,12,450,0.02631582537715865,0.02,0.20989887907032154,1.017673114951894,0.43160717044556346,0.007646531799859869,0.03533772919089224
1,5,12,500,0.027421014351176744,0.02,0.2118717633855165,1.0670260406600058,0.45660647107238445,0.007198889317786392,0.042074234100186965
1,5,12,550,0.027060848841822163,0.02,0.21383972140404137,1.0523928967680227,0.3907459385086506,0.009131802287508792,0.04074548738716538
1,5,12,600,0.025940428421400888,0.02,0.21580276542687,1.0017027670436978,0.3885543604218707,0.0076854541557515735,0.038615468824933705
1,5,12,650,0.025520649260987387,0.02,0.2177609077242614,0.977864400555788,0.4004081785886917,0.007465356228076374,0.040929598927701066
1,5,12,700,0.026345405947011288,0.02,0.21971416053583492,1.0117309194338437,0.34929144784204885,0.007618350481660049,0.041891002424613966
1,5,12,750,0.026292976205297056,0.02,0.22166253607064731,1.0107798712564724,0.3160120812525134,0.00816839018602053,0.038124084329886
1,5,12,800,0.02618061266679321,0.02,0.223606046507271,1.0035634957615753,0.3880797034730195,0.0076232257003810274,0.04040008462280224
1,5,13,100,0.025607390366347925,0.02,0.22747800559256667,1.0000846509350798,0.48987734353729584,0.007135784172571414,0.03845617325077561
1,5,13,150,0.026351305640063365,0.02,0.22940699478842577,1.0405331433660252,0.51246634174958,0.007721245315189546,0.03791734381039836
1,5,13,200,0.02533525045243795,0.02,0.23133116729382858,0.9894510068288066,0.4476207863014123,0.0069115572316214915,0.03630822051190098
1,5,13,250,0.025747251652861597,0.02,0.2332505351360619,1.0090742544790774,0.4444916714836005,0.008945913680738646,0.04032360172375738
1,5,13,300,0.026373574910601424,0.02,0.2351651103123811,1.043720894288652,0.49878172637016405,0.007293480139203304,0.04052031652502219
1,5,13,350,0.0270726481720874,0.02,0.23707490479008436,1.069649649753571,0.5545231821965173,0.009345247320715403,0.04081985652574629
1,5,13,400,0.026775017045396678,0.02,0.2389799305065867,1.0625017142197988,0.5380966332203071,0.00857790172876497,0.040386159188286246
1,5,13,450,0.02698091094794383,0.02,0.2408801993694958,1.0617322250292522,0.579543953087287,0.007842706318378195,0.03255627616893997
1,5,13,500,0.02696331517533252,0.02,0.2427757232566862,1.0706057581195942,0.5083894711522828,0.007954106221524228,0.038925422599268907
1,5,13,550,0.026833365697874104,0.02,0.24466651401637263,1.0560858480315845,0.515311296897904,0.00762930951588682,0.045863778437423265
1,5,13,600,0.026963985067434457,0.02,0.24655258346718598,1.0593429401779377,0.6133456717304947,0.008273178847020266,0.03485664543600248
1,5,13,650,0.026409510492881778,0.02,0.24843394339824454,1.037702187113984,0.6624622047434932,0.006274024199138805,0.038207177623722374
1,5,13,700,0.026472999820995623,0.02,0.2503106055692307,1.0259029148400896,0.7433525146201364,0.0074849506986932966,0.03607477206943535
1,5,13,750,0.02575260388746414,0.02,0.25218258171046193,0.9947212193728442,0.8109339472941519,0.008252671061591403,0.0353262288999456
1,5,13,800,0.026130739331342186,0.02,0.25404988352296515,1.0147066822385535,0.8019642162540259,0.008010775279637028,0.041348775111224395
1,5,14,100,0.02613593724582188,0.02,0.2274780055925661,1.0321413367553063,0.47864629026258876,0.007755342891385233,0.0329807145789328
1,5,14,150,0.02526860816928776,0.02,0.22940699478842533,0.9810489243312993,0.42874350159748953,0.00816269443500415,0.03604157117001466
1,5,14,200,0.02476413488074921,0.02,0.23133116729382824,0.959028605012037,0.41785820990804234,0.008185350364375274,0.041218956032219825
1,5,14,250,0.025020652273352335,0.02,0.23325053513606167,0.9661359415025894,0.4030914906107107,0.0072572910974585255,0.04068655518042272
1,5,14,300,0.024846078513121036,0.02,0.23516511031238088,0.9586117813946025,0.45152728850570967,0.008632768692885701,0.04301000416677386
1,5,14,350,0.0248720055274016,0.02,0.23707490479008403,0.9591625520725907,0.5227701230879417,0.00811088363656819,0.04470873019163965
1,5,14,400,0.02428779927476731,0.02,0.22360578768853737,0.9303019081472937,0.4381216573600127,0.00852512426051674,0.037807858631023414
1,5,14,450,0.02398451528812468,0.02,0.20989887907032118,0.9139938100548155,0.3451798681225305,0.008879558047415928,0.04014548274913903
1,5,14,500,0.024596600997882405,0.02,0.17970654609689324,0.9371433062217422,0.31799711683022625,0.0074867899384429846,0.05008870398081364
1,5,14,550,0.02436645964467159,0.02,0.16522461509524852,0.9145559643752548,0.3332068456712618,0.007675290585202312,0.04385080200315502
1,5,14,600,0.024714034135029764,0.02,0.1504870117795823,0.936506118508606,0.278205461246114,0.008384780314648071,0.03710557060172531
1,5,14,650,0.025121629014710663,0.02,0.15260824766397435,0.9504951513534883,0.2564063007391142,0.008053615772922703,0.04352952606314425
1,5,14,700,0.025508994723107015,0.02,0.15472418681748684,0.9702972550685113,0.2990585583935563,0.006595749557147179,0.03678008951582951
1,5,14,750,0.025219970444817344,0.02,0.1568348424660694,0.9549387578309221,0.3430375355251064,0.007967041134686713,0.043585962727944454
1,5,14,800,0.025235841259117042,0.02,0.15894022780264516,0.9448627936787444,0.2927644888998561,0.007771157301139699,0.03718138797709842
1,5,15,100,0.0147602380229766,0.02,0.22747800559256642,1.026212239881358,0.44100289774080653,0.00869966219275977,0.040696454845106464
1,5,15,150,0.01514984426616546,0.02,0.22940699478842566,1.0457616422960794,0.4390936792930236,0.007412129885212981,0.04092711378529177
1,5,15,200,0.015453505579381212,0.02,0.23133116729382847,1.0591741749311998,0.40229596257850675,0.00856952791441488,0.041401993530003664
1,5,15,250,0.015700209959909225,0.02,0.23325053513606236,1.0684381021156253,0.3770388482936492,0.00882355229613989,0.03948785561610091
1,5,15,300,0.015282961727727603,0.02,0.2351651103123819,1.0499146625889866,0.33794502143117056,0.008201333500175448,0.03423376883576949
1,5,15,350,0.014794760733786452,0.02,0.23707490479008458,1.0328924540381457,0.2766451587114148,0.008543471651699185,0.03661351408042962
1,5,15,400,0.015154266254767373,0.02,0.23897993050658714,1.044669600876972,0.24643173542860022,0.007214159892061318,0.04146248709250342
1,5,15,450,0.014690624060397292,0.02,0.2408801993694958,1.0301277400215643,0.22996694041443996,0.00852429309079179,0.03894022773082312
1,5,15,500,0.014280139703820185,0.02,0.24277572325668564,1.0123325645238208,0.19473207859198247,0.006984379756080135,0.045329432073549586
1,5,15,550,0.014639596351765835,0.02,0.24466651401637216,1.022245427830255,0.21242335404594437,0.008037476391693056,0.03982497975531104
1,5,15,600,0.015982853344448145,0.02,0.24655258346718517,1.094717330245536,0.22811832690179806,0.007699728656769796,0.04143408017244631
1,5,15,650,0.015175465535916857,0.02,0.24843394339824432,1.0433027113742064,0.23880276844821854,0.008885960058187543,0.0442665984662636
1,5,15,700,0.014793137015585382,0.02,0.25031060556923057,1.0397022239467968,0.16020870131668102,0.007755193797494661,0.034705644261833604
1,5,15,750,0.01464621089912344,0.02,0.2521825817104618,1.0236037187323008,0.14921374356916056,0.007901459420580032,0.03371676058457097
1,5,15,800,0.014240847329904492,0.02,0.25404988352296515,1.007168948984645,0.17573664045297785,0.00829679042430934,0.04301893119103599
1,5,16,100,0.02665588880475786,0.02,0.2274780055925661,1.0499324407266704,0.5261643025949118,0.007620320126836279,0.037147037195264805
1,5,16,150,0.027008951057138072,0.02,0.22940699478842533,1.0660392691001404,0.5337572456984215,0.008218432702665864,0.042734966184941964
1,5,16,200,0.027179946768203712,0.02,0.23133116729382824,1.0779747253174303,0.5184367945581445,0.01028266475285913,0.038598016304683784
1,5,16,250,0.026913990004303175,0.02,0.23325053513606167,1.0656896893062469,0.6336438602776405,0.009023795060426233,0.040782774339974785
1,5,16,300,0.02690611224300748,0.02,0.23516511031238088,1.0579397944471198,0.5837610597098497,0.00881334270775091,0.04639521065201751
1,5,16,350,0.027140619779617448,0.02,0.23707490479008403,1.0690175048610382,0.5992485965576667,0.008383844967799611,0.0425153427085615
1,5,16,400,0.026609326391371108,0.02,0.23897993050658614,1.0438170458635445,0.5534866487297594,0.006414441743805193,0.0417937234676144
1,5,16,450,0.02646918316125783,0.02,0.24088019936949526,1.0416451691965618,0.5432128990749762,0.007222025544416959,0.034771820174240076
1,5,16,500,0.02584871008755532,0.02,0.24277572325668528,1.0075204842733987,0.5316361072941694,0.007918961780642712,0.04297817248387726
1,5,16,550,0.026310455262270417,0.02,0.24466651401637124,1.028897892101383,0.5225947805616601,0.009308076166008932,0.038898519330839744
1,5,16,600,0.026271572646720427,0.02,0.24655258346718448,1.0240102700584313,0.49591264336317015,0.008335689162680777,0.038532669151230096
1,5,16,650,0.026444621308543775,0.02,0.2484339433982435,1.037205285197013,0.4828694311207797,0.006586253959619804,0.040068567220950514
1,5,16,700,0.026866956556087916,0.02,0.2503106055692298,1.053854945089241,0.5703459336060525,0.008014347034842415,0.03754642446153743
1,5,16,750,0.026869367262878186,0.02,0.25218258171046126,1.0573994865043026,0.5607223554423322,0.009859404256428068,0.031528214811972495
1,5,16,800,0.02639185252747349,0.02,0.2540498835229647,1.036996895272918,0.5666483033723995,0.00802841735684688,0.04610820678145366
1,5,17,100,0.026376332644515228,0.02,0.22747800559256667,1.0318844886308158,0.5555031031439673,0.006817291830715452,0.035525571719412584
1,5,17,150,0.025870234828810082,0.02,0.22940699478842577,1.0101227199146352,0.5616666380201355,0.007490261946397529,0.034003376694571485
1,5,17,200,0.025785246038900575,0.02,0.23133116729382858,0.9952004933555519,0.5924126665553529,0.006186462762691961,0.03697897574717531
1,5,17,250,0.025566209124554887,0.02,0.2332505351360619,0.9869653450793224,0.5556260224421758,0.00845910510128804,0.044927116393859635
1,5,17,300,0.02556789707725802,0.02,0.2351651103123811,0.9829782794945909,0.6167069019810509,0.0071925199134647965,0.040908403258998915
1,5,17,350,0.02515159677996475,0.02,0.23707490479008436,0.9642278762110615,0.6480950467612848,0.007120730351880336,0.04213911533570834
1,5,17,400,0.025559297806577664,0.02,0.2236057876885378,0.9868754644149236,0.6391090031170048,0.007828798149271699,0.037894937416788135
1,5,17,450,0.025087543460522756,0.02,0.22554444582140445,0.9559299747134056,0.5415601567295069,0.0080269738919186,0.03600677210362808
1,5,17,500,0.013115712275562966,0.02,0.21187176338551716,0.9567835756101236,0.5264502927493934,0.007705455561346569,0.038398618902412605
1,5,17,550,0.02536029313507358,0.02,0.1817548207369282,0.9504557227218385,0.5402482518098722,0.007818921943418896,0.031268771120657735
1,5,17,600,0.012174443321212793,0.02,0.16730905115028508,0.9430053971376618,0.58444869678497,0.00889834372716572,0.03843192778994449
1,5,17,650,0.011445673991905261,0.02,0.13548922236425837,0.9097972585474993,0.5526739012435685,0.007437350994438512,0.03728092273574481
1,5,17,700,0.024976995979073567,0.02,0.08432120100755719,0.8986928055983169,0.5579363418117823,0.007161536072047021,0.03860648334071734
1,5,17,750,0.02570303458282097,0.02,0.03012468483356747,0.8977741817905182,0.6021869494087301,0.009450559151866586,0.04488607174542596
1,5,17,800,0.0182664771114035,0.02,0.0,0.9107986710662183,0.6176409983023362,0.008466236118565841,0.038480198642072916
1,5,18,100,0.026685111281107923,0.02,0.22747800559256667,1.0585948786709591,0.527727028631962,0.0064624360268869885,0.03362886892101993
1,5,18,150,0.027075624942523028,0.02,0.22940699478842577,1.0853573611811582,0.5338242542603079,0.008026934011085719,0.04369020729288339
1,5,18,200,0.027339784012102644,0.02,0.23133116729382858,1.0856317619377327,0.4891375030440522,0.008702782695870319,0.04204193230208531
1,5,18,250,0.02657680451317072,0.02,0.2332505351360619,1.052009847316787,0.484346800970758,0.009045557508313163,0.03723149097798873
1,5,18,300,0.02658730346834732,0.02,0.2351651103123811,1.0455627371111238,0.47253696354757185,0.008369815801091649,0.042743652727378574
1,5,18,350,0.026042863637933646,0.02,0.23707490479008436,1.0139792578019298,0.41227485087673055,0.0076305539351311895,0.03655252449422908
1,5,18,400,0.026539256255178098,0.02,0.2389799305065867,1.0390062515512388,0.40216695029220784,0.008811485442316419,0.04695842568763113
1,5,18,450,0.02637292084682213,0.02,0.2408801993694958,1.0367664225337487,0.4374159114914536,0.006730475817032453,0.03613653756226062
1,5,18,500,0.02616587173595075,0.02,0.2427757232566862,1.0194655790130371,0.4849647439509019,0.00920337775165363,0.038916758732892694
1,5,18,550,0.02649595094858566,0.02,0.24466651401637263,1.0289651798071031,0.5116520576210895,0.00924141740546858,0.04089119808195971
1,5,18,600,0.02645926840327632,0.02,0.24655258346718598,1.0302348378698565,0.5556880218150022,0.007825434407137687,0.04297864765480117
1,5,18,650,0.025831763903228926,0.02,0.24843394339824454,0.9990888924051827,0.48051768847736415,0.00647559707548467,0.035769361466699276
1,5,18,700,0.02616534121658547,0.02,0.2503106055692307,1.01306242811731,0.4184046414784991,0.008512390604515552,0.04802408437198738
1,5,18,750,0.026548647114905736,0.02,0.25218258171046193,1.0257580489971387,0.4146392908172658,0.008214753991411484,0.038154131042063104
1,5,18,800,0.026869572131854463,0.02,0.25404988352296515,1.0449268345784206,0.4103729867326019,0.008257663364396716,0.03352656886508133
1,5,19,100,0.013805560825755134,0.02,0.21187150065504204,0.9804729216773811,0.5502102143601572,0.006513057620220762,0.037595100110735184
1,5,19,150,0.013814720991343774,0.02,0.21383945932960557,0.9855531510463302,0.5680222974908105,0.007621513904998607,0.03517309740197673
1,5,19,200,0.014195753829990295,0.02,0.21580250400683462,1.0019905385782146,0.5367448771143029,0.009066026869876165,0.039431107844820665
1,5,19,250,0.014740540470183435,0.02,0.21776064695699232,1.0342666733796737,0.5643369595954403,0.0074238396412258535,0.03801646597228894
1,5,19,300,0.014493622090168615,0.02,0.2197139004197022,1.0112319652583905,0.6977171109298581,0.007762312552693984,0.037090929042245646
1,5,19,350,0.014216646714644385,0.02,0.22166227660402546,1.0046704156021522,0.652915021343546,0.007839310800936788,0.039727099286950104
1,5,19,400,0.013588614296690242,0.02,0.2236057876885378,0.9727726522058852,0.6818824783581935,0.007619635987794436,0.03567438530730687
1,5,19,450,0.01398007987231294,0.02,0.22554444582140468,0.9921830869993696,0.6242111923899776,0.008109029162138792,0.03726979035420121
1,5,19,500,0.013856831918470265,0.02,0.2274782631204572,0.9838528244362575,0.5627423846654995,0.009486149281569317,0.03989039308612506
1,5,19,550,0.014221629091325039,0.02,0.2294072516732683,1.0003296152246768,0.6214355249735913,0.008010283140659595,0.040589417887393044
1,5,19,600,0.014193499971807027,0.02,0.23133142353722883,1.0100430417753268,0.5984051150868072,0.008205704292798554,0.04025767870687262
1,5,19,650,0.013940805058787677,0.02,0.23325079073962196,0.99448132674292,0.626433677429295,0.00639157182525606,0.038115574168443106
1,5,19,700,0.024790728979070704,0.02,0.21971416053583415,0.9400944558238714,0.6058796048474187,0.008162723444980884,0.03920862104177435
1,5,19,750,0.011960235966011265,0.02,0.1898969013831927,0.9096482812709852,0.6669145071934166,0.006773061712579407,0.03929320602401252
1,5,19,800,0.024539058860509638,0.02,0.14194912129360795,0.9104960154769118,0.6921333113697113,0.008456907753473289,0.03450622960336445
1,5,20,100,0.025998133032020712,0.02,0.22747800559256667,1.0204740579424003,0.4438271829150531,0.007717363720327737,0.04301567800521041
1,5,20,150,0.02616098406421626,0.02,0.22940699478842577,1.022528680450254,0.4806237615453946,0.0074024280658372575,0.04841608815846121
1,5,20,200,0.025478220201980043,0.02,0.23133116729382858,0.9905720443262116,0.4186229728738327,0.008397985289972197,0.04513715245651895
1,5,20,250,0.025732674258348597,0.02,0.2332505351360619,1.0054096672671826,0.4273521648665261,0.007664892193524522,0.04323008601489603
1,5,20,300,0.025071464484541433,0.02,0.2351651103123811,0.9719332059101596,0.45146542631994385,0.008513401291763848,0.03262000063783017
1,5,20,350,0.02474801605579721,0.02,0.23707490479008436,0.9589771760576297,0.5120705609731336,0.008077111977297238,0.04112390886062803
1,5,20,400,0.025008449716046852,0.02,0.2389799305065867,0.9734909714369734,0.49967587736904245,0.00895128012459172,0.03731077116747014
1,5,20,450,0.025119683755109964,0.02,0.2408801993694958,0.9763094106120123,0.5033170983547702,0.007486842934415256,0.045018187882587955
1,5,20,500,0.024839728064366774,0.02,0.2427757232566862,0.9601767496000586,0.44690949199836477,0.00852198777343007,0.037164965851374604
1,5,20,550,0.02452895901262469,0.02,0.22940725167326922,0.9453680165417934,0.5182802321828505,0.008022883225743746,0.03872503010281528
1,5,20,600,0.012726626690406924,0.02,0.21580276542687102,0.9337866707455132,0.4834177951087557,0.0069634748657429555,0.04510578105627103
1,5,20,650,0.02486097175520381,0.02,0.16938828236369943,0.9364586226654437,0.41098616460154336,0.007858641068120596,0.0427570912277702
1,5,20,700,0.024723289725663535,0.02,0.1547241868174889,0.9267476554032872,0.3468839148641722,0.007528786240561729,0.03864627620840278
1,5,20,750,0.012528563354937574,0.02,0.156834842466071,0.9461615325730804,0.28511526176052765,0.008262547609726834,0.037505377927751764
1,5,20,800,0.012679439531473418,0.02,0.15894022780264708,0.9478486146016718,0.2678182765433921,0.007980549872885821,0.04032582087296393
1,6,1,100,0.018836400618976644,0.02,0.0,0.9228166510411824,0.42308377855740875,0.09107337218379326,0.03130373210668982
1,6,1,150,0.01770004677711047,0.02,0.0,0.8877931114715292,0.28206073995240505,0.1201221584921972,0.03478906888584184
1,6,1,200,0.01997238684466332,0.02,0.0,0.9710687763070471,0.299414227825393,0.09931482390283226,0.034438742457837825
1,6,1,250,0.021390294165757488,0.02,0.0,1.0649710172017994,0.3269173961084318,0.10106459463970674,0.030824172774707913
1,6,1,300,0.02578052166669264,0.02,0.0,1.2966222668049812,0.3056859778424786,0.09934759741243306,0.03185031409260683
1,6,1,350,0.018973838035229028,0.02,0.34988158618592186,1.3005349879935533,0.22664792979941425,0.10529887280522358,0.03247905842245218
1,6,1,400,0.016006903890202782,0.02,0.6066744152846513,1.0714501740066384,0.24235405135267754,0.11378197061579239,0.028426692339124274
1,6,1,450,0.016034712497239548,0.02,0.7620356348867948,1.0975019609071426,0.31559772429102817,0.09470500591956661,0.028287558355034232
1,6,1,500,0.012250743365650204,0.02,0.856030115343979,0.8996569023656071,0.3361025747336075,0.07426188899056405,0.029376319692127
1,6,1,550,0.011074619954207807,0.02,0.912897346298016,0.8951876288273974,0.27981560146313017,0.10046434760630309,0.03541270367555885
1,6,1,600,0.006126138163184268,0.02,0.9473023660465199,0.5792569649756981,0.37054484855288383,0.07564451138452412,0.022277214587504212
1,6,1,650,0.005400954198420677,0.02,0.9681176117343515,0.5554566225436041,0.33258810944342543,0.06852799975238776,0.02911995651883051
1,6,1,700,0.0031495383277743115,0.02,0.980710961664448,0.35116538232318995,0.2198688464866736,0.09696889815634321,0.026739913879740954
1,6,1,750,-0.002215427699354152,0.02,0.9883300147777426,0.13696435739304724,0.16973650583959307,0.03824577524892333,0.049838306895890104
1,6,1,800,0.011444223671706067,0.02,0.9854945072395558,0.33785991414958094,0.43409788812211036,0.06512939353593863,0.0336263793875819
1,6,2,100,0.021499601506666008,0.02,0.0,1.0665127382613762,0.6910126784280197,0.10901653130163536,0.032352976024124874
1,6,2,150,0.019006501129584765,0.02,0.0,0.9381325388515503,0.6937754031774769,0.09910942125282729,0.02626198416167936
1,6,2,200,0.020752416543208717,0.02,0.0,1.023385677194087,0.6658545163187093,0.12217837391421749,0.032129538200255915
1,6,2,250,0.022343803697898963,0.02,0.0,1.1099800932869244,0.6471738491877964,0.10086402358080251,0.03197264896872324
1,6,2,300,0.02322519032050195,0.02,0.0,1.1531174775334903,0.6497519660384719,0.099199228133346,0.03780477249972095
1,6,2,350,0.0160625018686986,0.02,0.18989663132717738,1.18998296394778,0.6920396086992444,0.10997340302289374,0.031024225239707933
1,6,2,400,0.01655887334669316,0.02,0.5098825469443863,1.155072113089254,0.7530645613164082,0.10219060564211833,0.03332279459428724
1,6,2,450,0.018551231574149334,0.02,0.703475967291357,1.2490383688214721,0.6075718958268455,0.1414948419797393,0.028784858074716358
1,6,2,500,0.015527729057668685,0.02,0.8206011611591817,1.0799430199503381,0.5630176102110735,0.07620051863507873,0.03228091636847257
1,6,2,550,0.01504296781304347,0.02,0.8914626140638758,1.0204421707811688,0.5113219591092972,0.12377430067401694,0.02862589256713074
1,6,2,600,0.01303894849422943,0.02,0.9343342229973967,0.8942117323905477,0.5772911174597435,0.10511063174361744,0.02683859096981261
1,6,2,650,0.012349119046569622,0.02,0.9602718065101244,0.8624167116220856,0.5439299218932929,0.13643152799317182,0.029689713944918376
1,6,2,700,0.010605895979101694,0.02,0.9759642019022113,0.7024933342490456,0.7469959465450872,0.06342044344134787,0.021139731618758883
1,6,2,750,0.013290655270107124,0.02,0.985458196322345,0.9373980347050926,1.1142776058993724,0.11166461102062221,0.020568283080741063
1,6,2,800,0.008000997335931766,0.02,0.9912021205478958,0.6281547488827868,1.5304686592809735,0.06460091294272699,0.016339800276681832
1,6,3,100,0.030994107093788976,0.02,0.0,1.1051295949905369,0.49333611850453923,0.1093849368362978,0.030980484451065774
1,6,3,150,0.016983817449585915,0.02,0.28865489751462,1.1556117606591823,0.4974727956877803,0.12602438001316305,0.03274646943203502
1,6,3,200,0.013271006378228218,0.02,0.5696318971677726,0.9360694505575471,0.4968536710948627,0.10727709680913967,0.030223341152564247
1,6,3,250,0.012909996762821662,0.02,0.739624686684031,0.8902887244082928,0.4392847351749323,0.11186557795899076,0.026966645921378287
1,6,3,300,0.015093090498459125,0.02,0.8424713557110018,0.9859727023206661,0.522777725640382,0.09262055450321756,0.03408940527204946
1,6,3,350,0.013771044978346483,0.02,0.9046942144572052,0.9777353508429182,0.4815607044062075,0.08481054393149236,0.028743121135075107
1,6,3,400,0.00969062109789358,0.02,0.9423394215133003,0.7717926784337334,0.45943475245201465,0.09754026636131112,0.032455264351056154
1,6,3,450,0.003892125965302328,0.02,0.9651150001808866,0.513754701651873,0.4028722599688659,0.12587911495515924,0.022085608484183877
1,6,3,500,0.002620980436642576,0.02,0.9788943634573445,0.31668393754559954,0.20824300986975186,0.07690079852124457,0.019513981899665033
1,6,3,550,0.007969003947093175,0.02,0.9872309618408938,0.5281841214038016,0.22583013960230508,0.04772406529484591,0.017217572480571562
1,6,3,600,0.0015396676665599602,0.02,0.9922746544422301,0.21481333041186645,0.25807104827609423,0.03749041659399925,0.018898721102050032
