statistic,inflation_gap,nominal_interest_rate,unemployment_rate,mean_real_savings_balance,mean_indexation_strategy,mean_substitution_strategy,stdev_real_savings_balance,stdev_indexation_strategy,stdev_substitution_strategy
mean,0.012268855776419018,0.02494709822623702,0.025065912901705827,3.003167309501973e+23,1.1801823179347026,0.9401184668078992,2.7150344318197944e+23,0.22037526735311525,0.22274347739975678
stdev,0.042944296182704664,0.03786305228649532,0.058645193983012274,2.1156503228642516e+25,0.304413942993512,0.3457266648386237,1.9126684863997756e+25,0.1056549720466114,0.10819056515939479
