experiment,simulation_number,period,inflation,inflation_target,nominal_interest_rate,mean_exp_inflation,real_interest_rate,unemployment_rate,output_gap,consumption,real_wage_rate,mean_real_savings_balance,mean_indexation_strategy,mean_substitution_strategy,stdev_real_savings_balance,stdev_indexation_strategy,stdev_substitution_strategy
5,14,100,0.019507322814790465,0.02,0.019690154056177578,0.02,-0.00030984594382242256,0.0,0.0,68.52904803577293,0.14418699046916786,0.04889674255730678,0.9762540746631448,1.1211244268952751,0.3610219542120938,0.09093443251902218,0.20262721674851364
5,14,150,0.01920184530869473,0.02,0.0196116215304023,0.02,-0.00038837846959769926,0.0,0.0,70.0944728682085,0.14418699046916783,0.05136287371841951,0.9575984914734698,1.103187076395122,0.33221523077432286,0.09386848101084294,0.1935297208696875
5,14,200,0.019414477887661895,0.02,0.0196435847719032,0.02,-0.0003564152280968007,0.0,0.0,70.73202520806853,0.14418699046916786,0.053564109219589484,0.9697008966138586,1.0452172031928872,0.2941177577834464,0.09186971494159592,0.20877530123429539
5,14,250,0.018822238469709592,0.02,0.01924431448287356,0.02,-0.0007556855171264414,0.0,0.0,71.05958625326144,0.14418699046916783,0.056242471387155914,0.9385953973675774,0.989937113892705,0.2624402458536084,0.08938727950868126,0.19709488495430877
5,14,300,0.018880996290197367,0.02,0.019357207400326537,0.02,-0.0006427925996734633,0.0,0.0,73.26914821680123,0.14418699046916783,0.05280945020081592,0.940229401789566,1.0107658851465717,0.21487700232258225,0.08712784259842964,0.19362023206203174
5,14,350,0.018777540734236268,0.02,0.019261401370362696,0.02,-0.0007385986296373041,0.0,0.0,73.26820307705769,0.14418699046916783,0.05174741818355318,0.9349419999993426,1.0018543540333162,0.15022854661262333,0.08948870067165797,0.1859320946380024
5,14,400,0.018973330790962948,0.02,0.01940241372983431,0.02,-0.0005975862701656891,0.0,0.0,72.76322512920892,0.14418699046916783,0.05173654335727538,0.946221859898514,1.0608951408275182,0.08759600943461357,0.09116160494685302,0.18813324198568324
5,14,450,0.019159371429222936,0.02,0.01953314886778479,0.02,-0.00046685113221521177,0.0,0.0,72.60963173010015,0.14418699046916783,0.05188956171449963,0.9584562192043888,1.0233788810799587,0.040531395052796716,0.09300841887846294,0.19046294036305464
5,14,500,0.01959555888542882,0.02,0.019738651783283157,0.02,-0.0002613482167168439,0.0,0.0,73.29799749446397,0.14418699046916783,0.04975007594600004,0.9800148921642577,1.0123463310424758,0.028262986817197806,0.09462269487816166,0.20591317892982516
5,14,550,0.019648338820204104,0.02,0.019815624905723528,0.02,-0.00018437509427647256,0.0,0.0,73.66783773653256,0.1441869904691678,0.046693408149164214,0.982876056433803,1.0730450824916276,0.027029433618645723,0.08983429042079873,0.18333703966075474
5,14,600,0.019926260040170785,0.02,0.02002640277825707,0.02,2.6402778257068188e-05,0.0,0.0,73.12450764240151,0.14418699046916783,0.0452303387321141,0.9960529341707292,1.078748801954344,0.02654118487768226,0.0924217389800018,0.1830749621814539
5,14,650,0.019944730014201172,0.02,0.019925630459181498,0.02,-7.43695408185023e-05,0.0,0.0,72.41802961552737,0.14418699046916783,0.045559470188979274,0.9965885497802175,1.0895610599178007,0.026646099306840493,0.09361098856835368,0.20358806450270056
5,14,700,0.020353551368797573,0.02,0.020239877832116893,0.02,0.0002398778321168922,0.0,0.0,72.57961024256802,0.14418699046916783,0.04418749545642258,1.0186476075137683,1.1179799914580686,0.026577986007077923,0.08583776212745614,0.1974165577341018
5,14,750,0.020827912936083413,0.02,0.020528006812434274,0.02,0.0005280068124342736,0.0,0.0,70.50951086310202,0.14418699046916783,0.04858200421273218,1.0405812064908826,1.116588356646023,0.030280024483439475,0.09882176540633453,0.1859270135977471
5,14,800,0.0202805812249118,0.02,0.02019535606402001,0.02,0.00019535606402000874,0.0,0.0,69.63511479871875,0.14418699046916783,0.054230096681775294,1.0184970672683322,1.0912634160754149,0.03292678147987828,0.08183853260766673,0.19932410018465183
