statistic,inflation_gap,nominal_interest_rate,unemployment_rate,mean_real_savings_balance,mean_indexation_strategy,mean_substitution_strategy,stdev_real_savings_balance,stdev_indexation_strategy,stdev_substitution_strategy
mean,nan,nan,0.4598632080580882,nan,1.4974706277905243,0.9305089455944361,nan,0.2234766594422574,0.2275578165094362
stdev,nan,nan,0.44798123174654453,nan,0.4659121778417986,0.3112977868793159,nan,0.10567000978487319,0.10635779320104873
