statistic,inflation_gap,nominal_interest_rate,unemployment_rate,mean_real_savings_balance,mean_indexation_strategy,mean_substitution_strategy,stdev_real_savings_balance,stdev_indexation_strategy,stdev_substitution_strategy
mean,nan,nan,0.0633190806923159,nan,1.2913015306280384,1.0057138065612317,nan,0.22030598941782747,0.22283520438563525
stdev,nan,nan,0.20128681645310847,nan,0.41469290826098415,0.1599200513764205,nan,0.10530602781207636,0.10781427384367581
