statistic,inflation_gap,nominal_interest_rate,unemployment_rate,mean_real_savings_balance,mean_indexation_strategy,mean_substitution_strategy,stdev_real_savings_balance,stdev_indexation_strategy,stdev_substitution_strategy
mean,0.004217995903230756,0.019594385699101494,0.01893139621632397,0.015018569839083746,1.1937024112580703,1.0065881502159393,0.12404521152934816,0.22161346089346465,0.22345996645820226
stdev,0.018419498351666,0.017386447766761466,0.02470992404283512,0.07065471665258398,0.2570860844727266,0.13644411933887218,0.13218097172701015,0.10590363523320839,0.1074304239248677
