statistic,inflation_gap,nominal_interest_rate,unemployment_rate,mean_real_savings_balance,mean_indexation_strategy,mean_substitution_strategy,stdev_real_savings_balance,stdev_indexation_strategy,stdev_substitution_strategy
mean,0.004133167508025671,0.018943651102623887,0.02172146884456937,0.01123838707432407,1.1841659487116132,1.0060490713199277,0.12008030950815046,0.22109529529095037,0.22278850123408356
stdev,0.01843255104784327,0.017432117217353445,0.03930528461435892,0.07227323076339467,0.25767718293840686,0.13257369135617478,0.1259232858550084,0.1051474333710639,0.10713545980396508
