statistic,inflation_gap,nominal_interest_rate,unemployment_rate,mean_real_savings_balance,mean_indexation_strategy,mean_substitution_strategy,stdev_real_savings_balance,stdev_indexation_strategy,stdev_substitution_strategy
mean,-0.014274573134757353,0.0007263849069300667,0.5242409621982723,-0.17083002166913108,0.3936416348600905,0.22860310120595825,1.1071992973452511,0.1904580275320287,0.24510472647176873
stdev,0.040703777757223274,0.020589052880455476,0.39868419501965474,0.7369620720106402,0.2419831674068471,0.2837388829444251,4.352564899053817,0.09427608039332248,0.09874000568332926
