experiment,simulation_number,period,inflation,inflation_target,nominal_interest_rate,mean_exp_inflation,real_interest_rate,unemployment_rate,welfare,output_gap,consumption,real_wage_rate,mean_real_savings_balance,mean_indexation_strategy,mean_substitution_strategy,stdev_real_savings_balance,stdev_indexation_strategy,stdev_substitution_strategy,non_consuming_households
18,1,1,0,0.02,0.020000000000000018,0.02,1.734723475976807e-17,0.0,-1661.469318990759,0.0,18.023373808645868,0.14418699046916783,0.10814024285187587,1,1,0.0,0.06749392519928447,0.13881205907990812,0
18,1,2,0.01748713400194651,0.02,-0.00395269292201228,0.02,-0.02395269292201228,0.01,-1435.1349911338855,-0.007509414283665028,28.460855771234343,0.14454972790244447,0.08830815269808676,1.004091459484446,0.9956489728899537,0.01063592003682622,0.06605753337223413,0.1346215213111251,0
18,1,3,0.01738499569597432,0.02,0.008921967697843813,0.02,-0.011078032302156187,0.019899999999999977,-1344.6208632256287,-0.014962437264446238,33.80742132809514,0.14491337788993328,0.07616097958365087,1.0020150337909544,0.9973981772035312,0.018921408005046332,0.06591080689778077,0.13326105111868214,3
18,1,4,0.017377333679098664,0.02,0.0009589941868042295,0.02,-0.01904100581319577,0.029701000000000023,-1287.3379515701893,-0.02235949240799917,37.50245904325324,0.1452779427273863,0.06834241816627808,1.0032041118927149,0.9982352057220895,0.026318224573186215,0.0664423337922783,0.13052139657190473,7
18,1,5,0.017421311330272506,0.02,-0.005,0.02,-0.025,0.03940399000000002,-1242.3854413439478,-0.029700999999999977,40.55246081096234,0.14564342471633113,0.06120745621025552,1.0071737815977846,0.9985625200640345,0.035363953706997846,0.06760193426020523,0.13321534236018398,12
18,1,6,0.01740117591971127,0.02,-0.005,0.02,-0.025,0.04900995010000008,-1206.8029233320187,-0.03698737717002576,43.09990147684926,0.14600982616408528,0.05471998773311177,1.0065865230146689,0.9954497896989427,0.04408067639533921,0.07027909942079683,0.13343760696943333,16
18,1,7,0.017348848585136627,0.02,-0.005,0.02,-0.025,0.05851985059900005,-1173.7662749795652,-0.044219037915254944,45.405156141737535,0.14637714938377094,0.048762602995289055,1.0057044363163694,0.9930086048851084,0.05321359878388529,0.07275046744504536,0.13451686283468792,23
18,1,8,0.017344742522630536,0.02,-0.005,0.02,-0.025,0.06793465209301007,-1141.5510618071933,-0.05139639312398914,47.719633974246314,0.14674539669432962,0.04282907397181339,1.0067258149900535,0.9918367981405148,0.05987551876837374,0.07360044774959304,0.13864324846853335,27
18,1,9,0.017346321299329465,0.02,-0.005,0.02,-0.025,0.07725530557208003,-1133.862363397537,-0.05851985059900011,49.90986931593611,0.1471145704205365,0.037185559162483915,1.0082972240295516,0.9978098894907764,0.06582763009821166,0.07420676034477204,0.1383857499024468,29
18,1,10,0.017232565399991663,0.02,-0.005,0.02,-0.025,0.08648275251635926,-1102.402771932899,-0.06558981508069905,52.186932258305845,0.14748467289301548,0.03140797904068933,1.0022282729139256,1.0006609951583418,0.07073251736595514,0.07237714722261197,0.13852375974326572,35
18,1,11,0.01720974149831009,0.02,-0.005,0.02,-0.025,0.09561792499119565,-1076.829196414269,-0.07260668827013395,54.36813413174154,0.14785570644825352,0.0258616512542912,1.0016271117025939,1.0027247612484995,0.07531783900873465,0.0721065801225543,0.13813212891529383,39
18,1,12,0.01726026526967235,0.02,-0.005,0.02,-0.025,0.10466174574128365,-1056.5671535544968,-0.07957086885181364,56.39434221345254,0.14822767342861576,0.020663047529924566,1.003771809312889,1.0052990616915847,0.07821289924985943,0.07501916575852602,0.13484769061754226,42
18,1,13,0.017316037446545224,0.02,-0.005,0.02,-0.025,0.11361512828387083,-1042.7762604088211,-0.08648275251635917,58.41844915698414,0.1486005761823601,0.015504114512486606,1.0080279456010621,1.0096134677844568,0.07991465215891176,0.07419959229995425,0.13850794303362762,44
18,1,14,0.017268554182885813,0.02,-0.005,0.02,-0.025,0.12247897700103215,-1013.9567578491541,-0.09334273198298715,60.3729530224645,0.14897441706365194,0.010519194620810643,1.0062716904778217,1.010293223236292,0.0784838561820805,0.07416677658416261,0.13869150654312704,51
18,1,15,0.01721726352034574,0.02,-0.005,0.02,-0.025,0.1312541872310219,-999.3873856500625,-0.10015119702182285,62.131202364425704,0.1493491984325793,0.005960210323040223,1.0037806581754793,1.0117624671557994,0.0778427607331301,0.07424260636091494,0.1408336831839995,55
18,1,16,0.017199374116692038,0.02,-0.005,0.02,-0.025,0.13994164535871165,-987.0193698442421,-0.10690853447604587,63.803088670936596,0.14972492265516746,0.001604769825434029,1.0027577952484124,1.0100713458291972,0.07711603198380684,0.07259447822470562,0.14444245124541322,57
18,1,17,0.017143575726476096,0.02,-0.005,0.02,-0.025,0.1485422289051245,-967.9946584312651,-0.11361512828387077,65.51778870769236,0.15010159210339405,-0.0028069178506474612,1.001989643042948,1.0090823448320954,0.07499650279432245,0.07371011491143792,0.1428543118986433,62
18,1,18,0.01717477715168146,0.02,-0.005,0.02,-0.025,0.15705680661607324,-945.4705405310692,-0.12027135950036039,67.15056124668082,0.150479209155204,-0.007025557837308741,1.0024019219422196,1.0073462930650643,0.07103057059019356,0.07266082885263267,0.14470361576140492,69
18,1,19,0.017257519589593154,0.02,-0.005,0.02,-0.025,0.1654862385499125,-942.8418363278577,-0.12687760631907752,68.30362113893618,0.15085777619452456,-0.010256977823900301,1.00442995143945,1.0086519857976324,0.06634937657354646,0.07190295662758223,0.14505442856225095,70
