experiment,simulation_number,period,inflation,inflation_target,nominal_interest_rate,mean_exp_inflation,real_interest_rate,unemployment_rate,output_gap,consumption,real_wage_rate,mean_real_savings_balance,mean_indexation_strategy,mean_substitution_strategy,stdev_real_savings_balance,stdev_indexation_strategy,stdev_substitution_strategy
14,4,100,0.0051275899812732225,0.02,-0.005,0.009541876326144158,-0.014541876326144159,0.7321966505523237,-0.6277266020417853,26.842947847584878,0.20043431493306726,-0.00011632169360440365,0.20040044857536657,0.23972223474764467,0.03849276666758032,0.2634895208137235,0.2425646966763388
14,4,150,0.005634243683418181,0.02,-0.005,0.009829902276927642,-0.014829902276927643,0.5595620895019742,-0.4593533451606454,39.20085612950375,0.17699251633530505,-0.0004925134361711637,0.19950785616770822,0.2401712463414521,0.021595011100348085,0.25048753331931356,0.286067254648466
14,4,200,0.007255141225595046,0.02,-0.005,0.01097508952117817,-0.01597508952117817,0.2756417968485185,-0.21482757835467758,62.48786715072139,0.1562923536778835,-0.010951765339295426,0.27187209524217165,0.11969832144646407,0.022133377601746353,0.2757682943041573,0.26520777683281993
14,4,250,0.0034752477204291077,0.02,-0.003084049048092119,0.008420292730528248,-0.011504341778620367,0.0,0.0,85.35030773173202,0.14418699046916783,-0.022990102827821095,0.4047635991695958,0.07623105607201089,0.027906165320809192,0.29994185390247774,0.25331058699946796
14,4,300,0.004734360688531651,0.02,-0.0013078231163761167,0.009314005995395908,-0.010621829111772025,0.0,0.0,87.34088281225849,0.14418699046916783,-0.02600566481531323,0.5035382801606718,0.004467593113394749,0.029342668510472514,0.32571933006554515,0.22639129127322377
14,4,350,0.005601155128663666,0.02,-0.00038214539996894725,0.009779583410355553,-0.0101617288103245,0.0,0.0,87.21528705280058,0.1441869904691678,-0.025818827474198287,0.5668729735703832,0.014702908417510813,0.03055117271251572,0.3573302214540632,0.24881718481642015
14,4,400,0.0064894646574920525,0.02,0.0012988499188517633,0.01062473936921617,-0.009325889450364406,0.0,0.0,86.5859168492682,0.14418699046916783,-0.02553009395948844,0.6040643776539545,-0.002519434614847442,0.031927626903370095,0.3336946185774669,0.2533721903710394
14,4,450,0.009571355180813765,0.02,0.005346345687432308,0.012658042407354086,-0.007311696719921778,0.0,0.0,84.68342739414611,0.1441869904691678,-0.02572666323728719,0.745840646804735,0.002531878304080759,0.030864003240376657,0.32394709769318136,0.2597012070228739
14,4,500,0.010783797464961846,0.02,0.007091621586286179,0.013534078541583007,-0.006442456955296829,0.0,0.0,81.48152761183746,0.14418699046916783,-0.026021723518802872,0.7893443379858593,0.09680390572738366,0.02960650477925064,0.3147474080103665,0.232059072064392
14,4,550,0.012394390643829932,0.02,0.009323320784278444,0.014653641769964275,-0.005330320985685831,0.0,0.0,79.27954807461096,0.14418699046916783,-0.02768507701180819,0.8398448806039265,0.12937772944359047,0.028447458515642354,0.34525981590106253,0.2581019611577182
14,4,600,0.0110028271693189,0.02,0.007269447593374556,0.013623313426241176,-0.00635386583286662,0.0,0.0,80.13239055188653,0.14418699046916783,-0.03235174098547419,0.7988651740827521,0.14825416902318816,0.02609550809816664,0.36000729962373895,0.24541213373303208
14,4,650,0.013516365227715432,0.02,0.011024201354739693,0.015506437488558183,-0.00448223613381849,0.0,0.0,80.28740340190262,0.14418699046916783,-0.036187890375218315,0.8489739450166076,0.14298944049019835,0.02490137864235195,0.39548290579644896,0.24579367177376235
14,4,700,0.01645731245679186,0.02,0.01466597086655641,0.01733098852683527,-0.002665017660278858,0.0,0.0,77.34734946430707,0.14418699046916783,-0.036793991636368324,0.9356659944005812,0.18266014236417466,0.02463369956344929,0.38526744099006216,0.25669280076061246
14,4,750,0.01929515612021963,0.02,0.018856295918514565,0.019428056314438377,-0.0005717603959238121,0.0,0.0,74.99047917230914,0.14418699046916786,-0.03683715915019377,0.9784127438686424,0.157364995528848,0.025303676085481727,0.3545494906279025,0.2462109260243492
14,4,800,0.02838337964965415,0.02,0.031377933231013566,0.025679944039089242,0.005697989191924324,0.0,0.0,71.20797555817902,0.1441869904691678,-0.033765455202005024,1.0934764067291323,0.09375951222597442,0.026641676129610246,0.3597992606754918,0.2400457478313506
