experiment,simulation_number,period,inflation,inflation_target,nominal_interest_rate,mean_exp_inflation,real_interest_rate,unemployment_rate,output_gap,consumption,real_wage_rate,mean_real_savings_balance,mean_indexation_strategy,mean_substitution_strategy,stdev_real_savings_balance,stdev_indexation_strategy,stdev_substitution_strategy
14,14,100,0.004237350393666564,0.02,-0.005,0.004301789839021784,-0.009301789839021784,0.7321966505523237,-0.6277266020417853,26.688494819722532,0.20043431493306724,0.00012616646273609153,0.24542598982883596,0.25878775721368086,0.059410400641679795,0.25961453324079636,0.21741257505636688
14,14,150,0.004841791059465309,0.02,-0.005,0.004831112344154085,-0.009831112344154085,0.5595620895019742,-0.4593533451606454,38.68187619776756,0.1769925163353051,0.0003967345904138856,0.31219502605475585,0.20065340851203312,0.046674237004352526,0.2950397750337296,0.255082290180907
14,14,200,0.006529271813065284,0.02,-0.005,0.006438686034494641,-0.011438686034494642,0.2756417968485185,-0.21482757835467758,56.17097115768724,0.15629235367788347,0.0006310500229138243,0.38958001822440974,0.2115586106214075,0.03463125170167348,0.31145540532949223,0.2818968285878273
14,14,250,7.122999598613185e-10,0.02,-0.005,1.8707451320961815e-09,-0.005000001870745132,0.0,0.0,70.79243443383879,0.14418699046916783,0.0019676481371682882,0.38038208515067956,0.18708948092871758,0.020048187648393216,0.3248179345340508,0.2544883614206313
14,14,300,0.0,0.02,-0.005,0.0,-0.005,0.0,0.0,74.556166501452,0.14418699046916783,-0.005201486092420048,0.5052055302576405,0.19433735138695002,0.019391992897443783,0.3155506620461571,0.2336846008396207
14,14,350,0.0,0.02,-0.005,0.0,-0.005,0.0,0.0,79.88087897336605,0.14418699046916783,-0.013535275784050208,0.6163062972310303,0.2150383898243314,0.018891611936265967,0.3734702755902745,0.23644526150091957
14,14,400,0.0,0.02,-0.005,0.0,-0.005,0.0,0.0,86.68004465360376,0.14418699046916783,-0.022643611685893662,0.6997226295649155,0.2335264421783875,0.018738749880129104,0.37859247105718147,0.2392101571464471
14,14,450,0.0,0.02,-0.005,0.0,-0.005,0.0,0.0,94.60434775246615,0.14418699046916783,-0.03173832365598898,0.7433155042834302,0.21274624038469933,0.019190962556963943,0.38689657086139406,0.22970655915122604
14,14,500,0.0,0.02,-0.005,0.0,-0.005,0.0,0.0,104.79368247076869,0.14418699046916783,-0.04288958447741634,0.7479984011831723,0.2595318252800387,0.019122129259583634,0.36043267419712727,0.2435781883431018
14,14,550,0.0,0.02,-0.005,0.0,-0.005,0.0,0.0,105.7371263440564,0.14418699046916783,-0.034868484295805906,0.6915705120581174,0.25815036489527055,0.06695459794262269,0.3673724069280835,0.25633338209416373
14,14,600,0.0,0.02,-0.005,0.0,-0.005,0.0,0.0,105.7371263440564,0.14418699046916783,-0.027138579173379078,0.6984447018357284,0.30910002584202895,0.08985348831115561,0.3387116045371823,0.24685189925724563
14,14,650,0.0,0.02,-0.005,0.0,-0.005,0.0,0.0,105.7371263440564,0.14418699046916783,-0.021122296951645643,0.7962798647655291,0.3837591913267926,0.10948687332065453,0.3709044013128568,0.24709734330568708
14,14,700,0.0,0.02,-0.005,0.0,-0.005,0.0,0.0,105.7371263440564,0.14418699046916783,-0.016439748951602336,0.79165257882636,0.3231359136380894,0.13221967997607514,0.3408403684157458,0.23891110300038615
14,14,750,0.0,0.02,-0.005,0.0,-0.005,0.0,0.0,105.7371263440564,0.14418699046916783,-0.012795263044088312,0.8431081464489699,0.3010115371888577,0.14497721555105295,0.363321842227878,0.2434546278527434
14,14,800,0.0,0.02,-0.005,0.0,-0.005,0.0,0.0,105.7371263440564,0.14418699046916783,-0.009958713898213609,0.8497964632832102,0.3019173093024947,0.1535165929988021,0.3632639720567319,0.25791034059878815
