experiment,simulation_number,period,inflation,inflation_target,nominal_interest_rate,mean_exp_inflation,real_interest_rate,unemployment_rate,output_gap,consumption,real_wage_rate,mean_real_savings_balance,mean_indexation_strategy,mean_substitution_strategy,stdev_real_savings_balance,stdev_indexation_strategy,stdev_substitution_strategy
14,2,100,0.0037898901480999114,0.02,-0.005,0.00377344578537991,-0.00877344578537991,0.7321966505523237,-0.6277266020417853,26.704790450117223,0.20043431493306726,0.00012528208600985868,0.22619585029705686,0.23419874475586494,0.04924111842652068,0.2573594091092799,0.24512268114920707
14,2,150,0.004653610679037231,0.02,-0.005,0.004670128157897696,-0.009670128157897695,0.5595620895019742,-0.4593533451606454,38.712696385830334,0.17699251633530508,0.00036438261207786773,0.2666640871637452,0.22741946085609605,0.04155500645969132,0.26885490870096374,0.25288485973793834
14,2,200,0.005805458790379134,0.02,-0.005,0.005747133612692313,-0.010747133612692313,0.2756417968485185,-0.21482757835467758,56.23778106814262,0.15629235367788347,0.0005384469306918726,0.30208832410024217,0.1836409361555559,0.030691663932712613,0.2749012204767605,0.2735552257387317
14,2,250,4.315328912736658e-10,0.02,-0.005,1.16169934588027e-09,-0.005000001161699346,0.0,0.0,71.05035856353341,0.14418699046916783,0.0014744451243166184,0.37274597501787626,0.2018430126589605,0.0201945414720871,0.28408979007685564,0.24295403917768624
14,2,300,0.0,0.02,-0.005,0.0,-0.005,0.0,0.0,74.12363441477963,0.14418699046916783,-0.004271785550023034,0.45752137647939545,0.11781272511774327,0.019659659313299015,0.3221579366224433,0.26438118199660543
14,2,350,0.0,0.02,-0.005,0.0,-0.005,0.0,0.0,77.1360965186395,0.14418699046916783,-0.008695033594359835,0.6060032933772158,0.14648010741321088,0.019927045423958123,0.3431469945458837,0.2733005306447292
14,2,400,0.0,0.02,-0.005,0.0,-0.005,0.0,0.0,81.2445278387403,0.14418699046916783,-0.014112462486449406,0.6960092916348093,0.14797077575644807,0.020690102729442165,0.32816614553075746,0.2534899318461897
14,2,450,0.0,0.02,-0.005,0.0,-0.005,0.0,0.0,86.97704049708035,0.14418699046916783,-0.021226347188987287,0.7437361757221558,0.1887474903967678,0.021014579488665353,0.3407149421094095,0.24709239579072062
14,2,500,0.0,0.02,-0.005,0.0,-0.005,0.0,0.0,93.90502002471574,0.14418699046916783,-0.02880924148976763,0.7150127580595854,0.1480071089936694,0.02135935112876622,0.3472605431807438,0.25981790668247107
14,2,550,0.0,0.02,-0.005,0.0,-0.005,0.0,0.0,102.47532107474602,0.14418699046916783,-0.0377392258325507,0.7335871731185262,0.2251507986288908,0.022214918116172978,0.3706910370924477,0.24692217347450832
14,2,600,0.0,0.02,-0.005,0.0,-0.005,0.0,0.0,105.7371263440564,0.14418699046916783,-0.034657023448224536,0.7392889501294826,0.2826659299316757,0.059104645587154274,0.3689295982688302,0.21832039268285558
14,2,650,0.0,0.02,-0.005,0.0,-0.005,0.0,0.0,105.7371263440564,0.14418699046916783,-0.026973996540372074,0.73589661242325,0.2074292817944097,0.08265335825492667,0.3458560324767679,0.23926172867014403
14,2,700,0.0,0.02,-0.005,0.0,-0.005,0.0,0.0,105.7371263440564,0.14418699046916783,-0.02099420022169405,0.72614527427224,0.26374072708996094,0.10069533195273406,0.35446205663182523,0.2508185334325553
14,2,750,0.0,0.02,-0.005,0.0,-0.005,0.0,0.0,105.7371263440564,0.14418699046916783,-0.016340049658154606,0.7194076393012451,0.20589492859763991,0.11419121139472048,0.38134781840799664,0.23156783042660647
14,2,800,0.0,0.02,-0.005,0.0,-0.005,0.0,0.0,105.7371263440564,0.14418699046916783,-0.012717665832065054,0.8698433648118935,0.16310091909988444,0.1282793265575117,0.3427824587271224,0.2578679952639307
