statistic,inflation_gap,nominal_interest_rate,unemployment_rate,mean_real_savings_balance,mean_indexation_strategy,mean_substitution_strategy,stdev_real_savings_balance,stdev_indexation_strategy,stdev_substitution_strategy
mean,0.44514320913208133,2.2741401700708317,0.2663659958689293,-0.023807264874632302,0.5716814367496004,0.2649334378929442,0.05529644136746718,0.3112115072063111,0.2139002510309701
stdev,10.741545720961307,54.92443990577253,0.3547429871435089,0.37543390213870165,0.265941451371743,0.17562772037657404,0.4873779174154346,0.040233289562619366,0.038587764119888006
