statistic,inflation_gap,nominal_interest_rate,unemployment_rate,welfare,mean_real_savings_balance,mean_indexation_strategy,mean_substitution_strategy,stdev_real_savings_balance,stdev_indexation_strategy,stdev_substitution_strategy
mean,-0.00020046246964314536,0.00010129423137827892,0.07143600238235602,-830.8351138365305,-0.06185300018453564,0.9926622846743142,1.053542963571167,0.02290762830283515,0.06946325044584953,0.14113008803549548
stdev,0.0036312874341715767,0.00969811501517229,0.06077902180419943,71.92589384461175,0.017252520737657335,0.021627658749006462,0.03993525675375407,0.011283902520991096,0.002942163291550405,0.005908856783004566
